name,naming_series,customer,posting_date,company
DN-DEMO-000377,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-02-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000378,MAT-DN-.YYYY.-,Surgimed Medical Center 44,2025-02-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000379,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2025-02-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000380,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2025-02-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000381,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-02-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000382,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-02-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000383,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-03-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000384,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-03-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000385,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-03-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000386,MAT-DN-.YYYY.-,Gulab Devi Teaching Hospital 20,2025-03-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000387,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2025-03-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000388,MAT-DN-.YYYY.-,National Medical Center 54,2025-03-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000389,MAT-DN-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2025-03-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000390,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2025-03-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000391,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-03-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000392,MAT-DN-.YYYY.-,Prime Medical Center 47,2025-03-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000393,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-03-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000394,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-03-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000395,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2025-03-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000396,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-03-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000397,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2025-03-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000398,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2025-03-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000399,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2025-03-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000400,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2025-03-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000401,MAT-DN-.YYYY.-,Social Security Medical Center 43,2025-03-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000402,MAT-DN-.YYYY.-,Allied Medical Center 35,2025-03-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000403,MAT-DN-.YYYY.-,Sharif Medical Private Hospital 23,2025-03-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000404,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2025-03-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000405,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-03-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000406,MAT-DN-.YYYY.-,Prime Medical Center 47,2025-03-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000407,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-03-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000408,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2025-03-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000409,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2025-03-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000410,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-03-28,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000411,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-03-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000412,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2025-03-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000413,MAT-DN-.YYYY.-,National Medical Center 54,2025-03-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000414,MAT-DN-.YYYY.-,CMH Medical Center 39,2025-04-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000415,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-04-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000416,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2025-04-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000417,MAT-DN-.YYYY.-,National District Hospital 17,2025-04-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000418,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2025-04-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000419,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2025-04-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000420,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-04-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000421,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-04-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000422,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-04-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000423,MAT-DN-.YYYY.-,Prime Medical Center 47,2025-04-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000424,MAT-DN-.YYYY.-,Prime Medical Center 47,2025-04-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000425,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2025-04-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000426,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2025-04-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000427,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2025-04-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000428,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2025-04-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000429,MAT-DN-.YYYY.-,Al-Rehman Tertiary Hospital 08,2025-04-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000430,MAT-DN-.YYYY.-,CMH Medical Center 39,2025-04-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000431,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2025-04-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000432,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2025-04-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000433,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2025-04-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000434,MAT-DN-.YYYY.-,National Medical Center 48,2025-04-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000435,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-04-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000436,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2025-04-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000437,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 45,2025-04-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000438,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2025-04-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000439,MAT-DN-.YYYY.-,Children Medical Center 46,2025-04-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000440,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-04-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000441,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-04-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000442,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-04-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000443,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-04-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000444,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2025-04-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000445,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-04-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000446,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2025-05-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000447,MAT-DN-.YYYY.-,Lahore Eye Medical Center 32,2025-05-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000448,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2025-05-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000449,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2025-05-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000450,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-05-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000451,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-05-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000452,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-05-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000453,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2025-05-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000454,MAT-DN-.YYYY.-,Medix District Hospital 11,2025-05-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000455,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-05-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000456,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-05-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000457,MAT-DN-.YYYY.-,Shaukat Khanum Medical Center 50,2025-05-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000458,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-05-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000459,MAT-DN-.YYYY.-,Allied Teaching Hospital 18,2025-05-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000460,MAT-DN-.YYYY.-,Children Medical Center 46,2025-05-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000461,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2025-05-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000462,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-05-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000463,MAT-DN-.YYYY.-,Central Park Medical Center 36,2025-05-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000464,MAT-DN-.YYYY.-,Agha Khan Lab Medical Center 53,2025-05-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000465,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2025-05-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000466,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2025-05-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000467,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-05-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000468,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-05-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000469,MAT-DN-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2025-05-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000470,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-05-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000471,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-05-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000472,MAT-DN-.YYYY.-,National District Hospital 17,2025-05-21,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000473,MAT-DN-.YYYY.-,Medix District Hospital 11,2025-05-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000474,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-05-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000475,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2025-05-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000476,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2025-05-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000477,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2025-05-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000478,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2025-05-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000479,MAT-DN-.YYYY.-,National District Hospital 17,2025-05-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000480,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-05-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000481,MAT-DN-.YYYY.-,Ittefaq Private Hospital 24,2025-05-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000482,MAT-DN-.YYYY.-,Combined Military Teaching Hospital 19,2025-05-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000483,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-05-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000484,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2025-06-01,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000485,MAT-DN-.YYYY.-,Sheikh Zayed District Hospital 14,2025-06-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000486,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-06-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000487,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2025-06-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000488,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 42,2025-06-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000489,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-06-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000490,MAT-DN-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2025-06-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000491,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-06-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000492,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2025-06-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000493,MAT-DN-.YYYY.-,LifeLine Tertiary Hospital 09,2025-06-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000494,MAT-DN-.YYYY.-,National District Hospital 17,2025-06-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000495,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2025-06-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000496,MAT-DN-.YYYY.-,Shalimar Tertiary Hospital 04,2025-06-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000497,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-06-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000498,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-06-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000499,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-06-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000500,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2025-06-17,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000501,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-06-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000502,MAT-DN-.YYYY.-,Social Security Medical Center 43,2025-06-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000503,MAT-DN-.YYYY.-,Allied Medical Center 35,2025-06-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000504,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2025-06-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000505,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-06-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000506,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-06-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000507,MAT-DN-.YYYY.-,Hafeez Diagnostic Laboratory 27,2025-06-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000508,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2025-06-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000509,MAT-DN-.YYYY.-,Surgimed Medical Center 34,2025-06-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000510,MAT-DN-.YYYY.-,Central Park Medical Center 36,2025-06-26,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000511,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-06-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000512,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2025-06-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000513,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2025-07-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000514,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-07-02,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000515,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2025-07-03,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000516,MAT-DN-.YYYY.-,Sir Ganga Ram Medical Center 40,2025-07-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000517,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2025-07-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000518,MAT-DN-.YYYY.-,Surgimed Medical Center 44,2025-07-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000519,MAT-DN-.YYYY.-,National District Hospital 17,2025-07-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000520,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-07-08,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000521,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-07-10,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000522,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2025-07-12,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000523,MAT-DN-.YYYY.-,CMH Medical Center 39,2025-07-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000524,MAT-DN-.YYYY.-,Central Park Medical Center 36,2025-07-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000525,MAT-DN-.YYYY.-,Sheikh Zayed Medical Center 37,2025-07-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000526,MAT-DN-.YYYY.-,Allied Medical Center 35,2025-07-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000527,MAT-DN-.YYYY.-,Children Maternity Hospital 30,2025-07-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000528,MAT-DN-.YYYY.-,Punjab District Hospital 12,2025-07-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000529,MAT-DN-.YYYY.-,Central Park Tertiary Hospital 05,2025-07-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000530,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-07-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000531,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2025-07-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000532,MAT-DN-.YYYY.-,Mayo Tertiary Hospital 01,2025-07-18,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000533,MAT-DN-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2025-07-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000534,MAT-DN-.YYYY.-,Children Medical Center 46,2025-07-19,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000535,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 51,2025-07-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000536,MAT-DN-.YYYY.-,Prime Tertiary Hospital 10,2025-07-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000537,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2025-07-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000538,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-07-20,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000539,MAT-DN-.YYYY.-,Lahore General District Hospital 13,2025-07-22,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000540,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2025-07-23,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000541,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-07-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000542,MAT-DN-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-07-24,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000543,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-07-25,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000544,MAT-DN-.YYYY.-,Ghurki Trust Medical Center 45,2025-07-27,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000545,MAT-DN-.YYYY.-,Jinnah Tertiary Hospital 02,2025-07-29,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000546,MAT-DN-.YYYY.-,City Care Tertiary Hospital 06,2025-07-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000547,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2025-07-30,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000548,MAT-DN-.YYYY.-,Shaukat Khanum District Hospital 16,2025-07-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000549,MAT-DN-.YYYY.-,Fatima Memorial Private Hospital 22,2025-07-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000550,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-07-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000551,MAT-DN-.YYYY.-,Citi Lab Medical Center 38,2025-07-31,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000552,MAT-DN-.YYYY.-,Excel Labs Medical Center 52,2025-08-04,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000553,MAT-DN-.YYYY.-,Noor Tertiary Hospital 07,2025-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000554,MAT-DN-.YYYY.-,Wapda Teaching Medical Center 55,2025-08-06,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000555,MAT-DN-.YYYY.-,Services Tertiary Hospital 03,2025-08-07,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000556,MAT-DN-.YYYY.-,Farooq Maternity Hospital 29,2025-08-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000557,MAT-DN-.YYYY.-,Central Park Tertiary Hospital 05,2025-08-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000558,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-08-09,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000559,MAT-DN-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-08-11,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000560,MAT-DN-.YYYY.-,Hameed Latif District Hospital 15,2025-08-13,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000561,MAT-DN-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2025-08-14,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000562,MAT-DN-.YYYY.-,Doctors Private Hospital 25,2025-08-15,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000563,MAT-DN-.YYYY.-,LifeLine Medical Center 49,2025-08-16,EnXi Biomedical & Waste Management (Pvt) Ltd
DN-DEMO-000564,MAT-DN-.YYYY.-,National Medical Center 54,2025-08-16,EnXi Biomedical & Waste Management (Pvt) Ltd
