name,naming_series,customer,posting_date,due_date,company
SI-DEMO-000341,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2024-11-14,2024-12-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000342,ACC-SINV-.YYYY.-,Services Tertiary Hospital 03,2024-11-14,2025-01-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000343,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-11-14,2024-12-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000344,ACC-SINV-.YYYY.-,LifeLine Tertiary Hospital 09,2024-11-15,2024-11-30,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000345,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-11-16,2024-12-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000346,ACC-SINV-.YYYY.-,Prime Medical Center 47,2024-11-16,2025-01-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000347,ACC-SINV-.YYYY.-,Allied Medical Center 35,2024-11-16,2024-12-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000348,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-11-17,2024-12-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000349,ACC-SINV-.YYYY.-,Central Park Tertiary Hospital 05,2024-11-17,2024-12-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000350,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-11-19,2024-12-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000351,ACC-SINV-.YYYY.-,National Medical Center 54,2024-11-19,2024-12-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000352,ACC-SINV-.YYYY.-,Jinnah Tertiary Hospital 02,2024-11-21,2024-12-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000353,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-11-21,2025-01-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000354,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-11-21,2025-01-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000355,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2024-11-21,2025-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000356,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 37,2024-11-22,2025-01-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000357,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-11-23,2024-12-08,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000358,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 42,2024-11-24,2024-12-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000359,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 37,2024-11-25,2024-12-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000360,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-11-25,2025-01-09,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000361,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-11-28,2024-12-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000362,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2024-11-30,2025-01-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000363,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2024-12-01,2024-12-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000364,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-12-01,2024-12-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000365,ACC-SINV-.YYYY.-,Central Park Tertiary Hospital 05,2024-12-01,2024-12-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000366,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-12-02,2025-01-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000367,ACC-SINV-.YYYY.-,Prime Tertiary Hospital 10,2024-12-03,2024-12-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000368,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 51,2024-12-03,2025-01-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000369,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-12-04,2025-01-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000370,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2024-12-05,2025-01-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000371,ACC-SINV-.YYYY.-,Agha Khan Lab Medical Center 53,2024-12-05,2025-01-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000372,ACC-SINV-.YYYY.-,Prime Medical Center 47,2024-12-05,2024-12-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000373,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2024-12-05,2025-01-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000374,ACC-SINV-.YYYY.-,Lahore General District Hospital 13,2024-12-05,2025-02-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000375,ACC-SINV-.YYYY.-,National Medical Center 54,2024-12-05,2024-12-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000376,ACC-SINV-.YYYY.-,Punjab District Hospital 12,2024-12-06,2024-12-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000377,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2024-12-06,2025-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000378,ACC-SINV-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2024-12-06,2024-12-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000379,ACC-SINV-.YYYY.-,Agha Khan Lab Medical Center 53,2024-12-07,2025-02-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000380,ACC-SINV-.YYYY.-,LifeLine Tertiary Hospital 09,2024-12-07,2025-01-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000381,ACC-SINV-.YYYY.-,Gulab Devi Teaching Hospital 20,2024-12-08,2025-02-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000382,ACC-SINV-.YYYY.-,CMH Medical Center 39,2024-12-11,2024-12-26,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000383,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2024-12-11,2025-01-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000384,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2024-12-12,2025-01-26,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000385,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2024-12-14,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000386,ACC-SINV-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2024-12-15,2025-02-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000387,ACC-SINV-.YYYY.-,Shaukat Khanum District Hospital 16,2024-12-15,2025-01-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000388,ACC-SINV-.YYYY.-,Shaukat Khanum Medical Center 50,2024-12-16,2024-12-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000389,ACC-SINV-.YYYY.-,Medix District Hospital 11,2024-12-17,2025-01-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000390,ACC-SINV-.YYYY.-,City Care Tertiary Hospital 06,2024-12-17,2025-01-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000391,ACC-SINV-.YYYY.-,Citi Lab Medical Center 38,2024-12-18,2025-02-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000392,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 40,2024-12-19,2025-01-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000393,ACC-SINV-.YYYY.-,Surgimed Medical Center 34,2024-12-21,2025-01-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000394,ACC-SINV-.YYYY.-,Hafeez Diagnostic Laboratory 27,2024-12-21,2025-02-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000395,ACC-SINV-.YYYY.-,Lahore General District Hospital 13,2024-12-22,2025-01-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000396,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2024-12-23,2025-01-07,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000397,ACC-SINV-.YYYY.-,Social Security Medical Center 43,2024-12-24,2025-01-23,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000398,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-12-24,2025-01-23,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000399,ACC-SINV-.YYYY.-,Hameed Latif District Hospital 15,2024-12-24,2025-02-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000400,ACC-SINV-.YYYY.-,Shalimar Tertiary Hospital 04,2024-12-25,2025-02-08,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000401,ACC-SINV-.YYYY.-,City Care Tertiary Hospital 06,2024-12-25,2025-01-09,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000402,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2024-12-26,2025-01-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000403,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 51,2024-12-26,2025-02-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000404,ACC-SINV-.YYYY.-,Agha Khan Lab Medical Center 53,2024-12-27,2025-01-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000405,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2024-12-28,2025-01-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000406,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2024-12-30,2025-02-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000407,ACC-SINV-.YYYY.-,Jinnah Tertiary Hospital 02,2024-12-30,2025-02-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000408,ACC-SINV-.YYYY.-,Lady Aitchison Specialist Clinic 31,2024-12-31,2025-03-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000409,ACC-SINV-.YYYY.-,Children Medical Center 46,2025-01-01,2025-03-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000410,ACC-SINV-.YYYY.-,Sharif Medical Private Hospital 23,2025-01-01,2025-03-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000411,ACC-SINV-.YYYY.-,Agha Khan Lab Medical Center 53,2025-01-02,2025-03-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000412,ACC-SINV-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-01-02,2025-01-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000413,ACC-SINV-.YYYY.-,Lahore Eye Medical Center 32,2025-01-03,2025-01-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000414,ACC-SINV-.YYYY.-,Shaukat Khanum Medical Center 50,2025-01-03,2025-03-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000415,ACC-SINV-.YYYY.-,LifeLine Medical Center 49,2025-01-03,2025-03-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000416,ACC-SINV-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2025-01-04,2025-03-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000417,ACC-SINV-.YYYY.-,Mayo Tertiary Hospital 01,2025-01-06,2025-02-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000418,ACC-SINV-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-01-06,2025-03-07,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000419,ACC-SINV-.YYYY.-,Children Medical Center 46,2025-01-08,2025-02-07,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000420,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2025-01-08,2025-03-09,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000421,ACC-SINV-.YYYY.-,Noor Tertiary Hospital 07,2025-01-09,2025-02-23,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000422,ACC-SINV-.YYYY.-,Jinnah Tertiary Hospital 02,2025-01-09,2025-03-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000423,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 42,2025-01-13,2025-01-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000424,ACC-SINV-.YYYY.-,Shaukat Khanum District Hospital 16,2025-01-13,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000425,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 55,2025-01-13,2025-01-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000426,ACC-SINV-.YYYY.-,Allied Medical Center 35,2025-01-14,2025-03-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000427,ACC-SINV-.YYYY.-,Allied Medical Center 35,2025-01-15,2025-02-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000428,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2025-01-16,2025-03-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000429,ACC-SINV-.YYYY.-,Lahore Eye Medical Center 32,2025-01-16,2025-02-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000430,ACC-SINV-.YYYY.-,Allied Medical Center 35,2025-01-16,2025-02-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000431,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2025-01-16,2025-03-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000432,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2025-01-16,2025-01-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000433,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 51,2025-01-16,2025-01-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000434,ACC-SINV-.YYYY.-,Medix District Hospital 11,2025-01-17,2025-02-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000435,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2025-01-17,2025-02-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000436,ACC-SINV-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-01-19,2025-02-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000437,ACC-SINV-.YYYY.-,Jinnah Tertiary Hospital 02,2025-01-20,2025-02-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000438,ACC-SINV-.YYYY.-,National District Hospital 17,2025-01-23,2025-03-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000439,ACC-SINV-.YYYY.-,Hafeez Diagnostic Laboratory 27,2025-01-23,2025-03-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000440,ACC-SINV-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2025-01-23,2025-03-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000441,ACC-SINV-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-01-24,2025-02-23,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000442,ACC-SINV-.YYYY.-,Services Tertiary Hospital 03,2025-01-25,2025-03-26,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000443,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2025-01-25,2025-03-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000444,ACC-SINV-.YYYY.-,Farooq Maternity Hospital 29,2025-01-26,2025-03-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000445,ACC-SINV-.YYYY.-,National District Hospital 17,2025-01-26,2025-03-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000446,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-01-26,2025-02-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000447,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2025-01-26,2025-02-10,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000448,ACC-SINV-.YYYY.-,Allied Medical Center 35,2025-01-27,2025-02-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000449,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2025-01-27,2025-03-28,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000450,ACC-SINV-.YYYY.-,Hafeez Diagnostic Laboratory 27,2025-01-28,2025-03-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000451,ACC-SINV-.YYYY.-,Doctors Private Hospital 25,2025-01-28,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000452,ACC-SINV-.YYYY.-,Central Park Tertiary Hospital 05,2025-01-28,2025-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000453,ACC-SINV-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-01-29,2025-02-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000454,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2025-01-30,2025-03-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000455,ACC-SINV-.YYYY.-,Punjab District Hospital 12,2025-01-30,2025-03-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000456,ACC-SINV-.YYYY.-,Sir Ganga Ram Medical Center 33,2025-02-02,2025-03-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000457,ACC-SINV-.YYYY.-,Farooq Maternity Hospital 29,2025-02-03,2025-02-18,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000458,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2025-02-03,2025-03-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000459,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2025-02-04,2025-03-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000460,ACC-SINV-.YYYY.-,Aziz Fatimah Diagnostic Laboratory 28,2025-02-04,2025-02-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000461,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 55,2025-02-05,2025-02-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000462,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 42,2025-02-09,2025-03-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000463,ACC-SINV-.YYYY.-,Prime Tertiary Hospital 10,2025-02-09,2025-03-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000464,ACC-SINV-.YYYY.-,Citi Lab Medical Center 38,2025-02-10,2025-04-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000465,ACC-SINV-.YYYY.-,LifeLine Tertiary Hospital 09,2025-02-10,2025-02-25,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000466,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2025-02-10,2025-03-12,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000467,ACC-SINV-.YYYY.-,Allied Medical Center 35,2025-02-12,2025-03-29,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000468,ACC-SINV-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2025-02-12,2025-04-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000469,ACC-SINV-.YYYY.-,National District Hospital 17,2025-02-14,2025-03-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000470,ACC-SINV-.YYYY.-,City Care Tertiary Hospital 06,2025-02-15,2025-04-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000471,ACC-SINV-.YYYY.-,Allied Medical Center 35,2025-02-17,2025-03-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000472,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2025-02-17,2025-04-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000473,ACC-SINV-.YYYY.-,Allied Teaching Hospital 18,2025-02-19,2025-04-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000474,ACC-SINV-.YYYY.-,National Medical Center 48,2025-02-19,2025-04-20,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000475,ACC-SINV-.YYYY.-,Mayo Tertiary Hospital 01,2025-02-20,2025-04-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000476,ACC-SINV-.YYYY.-,Fatima Memorial Private Hospital 22,2025-02-20,2025-04-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000477,ACC-SINV-.YYYY.-,Excel Labs Medical Center 52,2025-02-22,2025-03-24,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000478,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2025-02-25,2025-04-26,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000479,ACC-SINV-.YYYY.-,Combined Military Teaching Hospital 19,2025-02-25,2025-03-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000480,ACC-SINV-.YYYY.-,LifeLine Medical Center 49,2025-02-25,2025-04-26,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000481,ACC-SINV-.YYYY.-,LifeLine Tertiary Hospital 09,2025-02-26,2025-04-27,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000482,ACC-SINV-.YYYY.-,Mayo Tertiary Hospital 01,2025-03-01,2025-03-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000483,ACC-SINV-.YYYY.-,Children Medical Center 46,2025-03-01,2025-03-16,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000484,ACC-SINV-.YYYY.-,Allied Teaching Hospital 18,2025-03-03,2025-04-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000485,ACC-SINV-.YYYY.-,Ghurki Trust Medical Center 45,2025-03-03,2025-04-17,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000486,ACC-SINV-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2025-03-04,2025-03-19,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000487,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2025-03-04,2025-04-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000488,ACC-SINV-.YYYY.-,Allied Teaching Hospital 18,2025-03-05,2025-05-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000489,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2025-03-06,2025-03-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000490,ACC-SINV-.YYYY.-,Mayo Tertiary Hospital 01,2025-03-06,2025-05-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000491,ACC-SINV-.YYYY.-,Surgimed Medical Center 44,2025-03-07,2025-04-21,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000492,ACC-SINV-.YYYY.-,Surgimed Diagnostic Laboratory 26,2025-03-07,2025-03-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000493,ACC-SINV-.YYYY.-,Wapda Teaching Medical Center 55,2025-03-08,2025-04-22,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000494,ACC-SINV-.YYYY.-,Central Park Medical Center 36,2025-03-09,2025-04-23,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000495,ACC-SINV-.YYYY.-,Sheikh Zayed Medical Center 41,2025-03-09,2025-04-08,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000496,ACC-SINV-.YYYY.-,Prime Tertiary Hospital 10,2025-03-12,2025-04-11,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000497,ACC-SINV-.YYYY.-,Medix District Hospital 11,2025-03-14,2025-05-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000498,ACC-SINV-.YYYY.-,Social Security Medical Center 43,2025-03-14,2025-05-13,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000499,ACC-SINV-.YYYY.-,Social Security Medical Center 43,2025-03-15,2025-04-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000500,ACC-SINV-.YYYY.-,Sir Ganga Ram Teaching Hospital 21,2025-03-15,2025-05-14,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000501,ACC-SINV-.YYYY.-,Lady Aitchison Specialist Clinic 31,2025-03-16,2025-03-31,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000502,ACC-SINV-.YYYY.-,Surgimed Medical Center 34,2025-03-16,2025-04-15,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000503,ACC-SINV-.YYYY.-,Children Maternity Hospital 30,2025-03-17,2025-04-01,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000504,ACC-SINV-.YYYY.-,CMH Medical Center 39,2025-03-18,2025-05-02,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000505,ACC-SINV-.YYYY.-,Prime Medical Center 47,2025-03-19,2025-04-03,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000506,ACC-SINV-.YYYY.-,Central Park Tertiary Hospital 05,2025-03-20,2025-05-04,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000507,ACC-SINV-.YYYY.-,Doctors Private Hospital 25,2025-03-21,2025-04-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000508,ACC-SINV-.YYYY.-,Shaukat Khanum District Hospital 16,2025-03-21,2025-04-05,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000509,ACC-SINV-.YYYY.-,Ittefaq Private Hospital 24,2025-03-22,2025-05-06,EnXi Biomedical & Waste Management (Pvt) Ltd
SI-DEMO-000510,ACC-SINV-.YYYY.-,Sheikh Zayed District Hospital 14,2025-03-24,2025-05-08,EnXi Biomedical & Waste Management (Pvt) Ltd
