parent,parenttype,parentfield,customer,address,visited,distance,estimated_arrival
DT-DEMO-001004,Delivery Trip,delivery_stops,Surgimed General Hospital 58,ADDR-0115,1,5.3,2024-05-25T10:30:00
DT-DEMO-001004,Delivery Trip,delivery_stops,Allied Lab,ADDR-0174,1,8.0,2024-05-25T11:00:00
DT-DEMO-001004,Delivery Trip,delivery_stops,One Health Lab 117,ADDR-0197,1,7.0,2024-05-25T11:30:00
DT-DEMO-001004,Delivery Trip,delivery_stops,Central District Hospital 53,ADDR-0105,1,22.0,2024-05-25T12:00:00
DT-DEMO-001005,Delivery Trip,delivery_stops,City Lab 107,ADDR-0187,1,16.4,2024-05-25T10:30:00
DT-DEMO-001005,Delivery Trip,delivery_stops,Shalimar General Hospital 47,ADDR-0093,0,24.5,2024-05-25T11:00:00
DT-DEMO-001005,Delivery Trip,delivery_stops,Qamar Lab 120,ADDR-0200,1,10.0,2024-05-25T11:30:00
DT-DEMO-001005,Delivery Trip,delivery_stops,City Care Tertiary Hospital 20,ADDR-0039,0,2.5,2024-05-25T12:00:00
DT-DEMO-001005,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 43,ADDR-0085,1,7.9,2024-05-25T12:30:00
DT-DEMO-001005,Delivery Trip,delivery_stops,Children District Hospital 55,ADDR-0109,1,19.3,2024-05-25T13:00:00
DT-DEMO-001006,Delivery Trip,delivery_stops,Central Tertiary Hospital 07,ADDR-0013,1,13.3,2024-05-26T10:30:00
DT-DEMO-001006,Delivery Trip,delivery_stops,Lahore Diagnostics,ADDR-0166,0,10.5,2024-05-26T11:00:00
DT-DEMO-001006,Delivery Trip,delivery_stops,Health First Clinic 111,ADDR-0191,1,18.4,2024-05-26T11:30:00
DT-DEMO-001007,Delivery Trip,delivery_stops,Sir Ganga Ram General Hospital 54,ADDR-0107,0,21.0,2024-05-26T09:30:00
DT-DEMO-001007,Delivery Trip,delivery_stops,Metro Diagnostics,ADDR-0168,1,6.0,2024-05-26T10:00:00
DT-DEMO-001007,Delivery Trip,delivery_stops,Dr. Essa Lab 116,ADDR-0196,1,20.6,2024-05-26T10:30:00
DT-DEMO-001007,Delivery Trip,delivery_stops,Punjab Diagnostic Center,ADDR-0173,1,21.6,2024-05-26T11:00:00
DT-DEMO-001007,Delivery Trip,delivery_stops,Qamar Lab 120,ADDR-0200,1,19.4,2024-05-26T11:30:00
DT-DEMO-001007,Delivery Trip,delivery_stops,Shalimar District Hospital 16,ADDR-0031,1,9.7,2024-05-26T12:00:00
DT-DEMO-001008,Delivery Trip,delivery_stops,Shaukat Khanum Lab 102,ADDR-0182,1,15.4,2024-05-27T10:30:00
DT-DEMO-001008,Delivery Trip,delivery_stops,Rehman Diagnostics,ADDR-0178,1,22.2,2024-05-27T11:00:00
DT-DEMO-001008,Delivery Trip,delivery_stops,Punjab Diagnostic Center,ADDR-0173,1,25.0,2024-05-27T11:30:00
DT-DEMO-001008,Delivery Trip,delivery_stops,Doctors Tertiary Hospital 78,ADDR-0155,1,9.3,2024-05-27T12:00:00
DT-DEMO-001008,Delivery Trip,delivery_stops,Sir Ganga Ram Tertiary Hospital 75,ADDR-0149,0,12.2,2024-05-27T12:30:00
DT-DEMO-001009,Delivery Trip,delivery_stops,Health First Clinic 111,ADDR-0191,1,13.8,2024-05-27T08:30:00
DT-DEMO-001009,Delivery Trip,delivery_stops,Surgimed General Hospital 58,ADDR-0115,1,17.9,2024-05-27T09:00:00
DT-DEMO-001009,Delivery Trip,delivery_stops,Mayo District Hospital 01,ADDR-0001,1,19.7,2024-05-27T09:30:00
DT-DEMO-001009,Delivery Trip,delivery_stops,Fatima Memorial Tertiary Hospital 09,ADDR-0017,1,20.5,2024-05-27T10:00:00
DT-DEMO-001010,Delivery Trip,delivery_stops,Agha Khan Lab Lahore,ADDR-0175,1,3.6,2024-05-27T08:30:00
DT-DEMO-001010,Delivery Trip,delivery_stops,Qamar Lab,ADDR-0180,1,9.8,2024-05-27T09:00:00
DT-DEMO-001010,Delivery Trip,delivery_stops,Sir Ganga Ram Tertiary Hospital 46,ADDR-0091,1,7.9,2024-05-27T09:30:00
DT-DEMO-001011,Delivery Trip,delivery_stops,Punjab Diagnostic Center,ADDR-0173,1,8.8,2024-05-27T09:30:00
DT-DEMO-001011,Delivery Trip,delivery_stops,National District Hospital 18,ADDR-0035,1,5.8,2024-05-27T10:00:00
DT-DEMO-001011,Delivery Trip,delivery_stops,Metro Diagnostics,ADDR-0168,1,9.3,2024-05-27T10:30:00
DT-DEMO-001011,Delivery Trip,delivery_stops,City Lab 107,ADDR-0187,0,6.3,2024-05-27T11:00:00
DT-DEMO-001011,Delivery Trip,delivery_stops,LifeLine Tertiary Hospital 64,ADDR-0127,1,20.5,2024-05-27T11:30:00
DT-DEMO-001011,Delivery Trip,delivery_stops,Doctors Private Hospital 29,ADDR-0057,1,19.2,2024-05-27T12:00:00
DT-DEMO-001011,Delivery Trip,delivery_stops,Lahore General District Hospital 69,ADDR-0137,1,21.6,2024-05-27T12:30:00
DT-DEMO-001012,Delivery Trip,delivery_stops,Chughtai Private Hospital 56,ADDR-0111,1,22.5,2024-05-28T08:30:00
DT-DEMO-001012,Delivery Trip,delivery_stops,Shaukat Khanum Specialized Hospital 63,ADDR-0125,1,13.5,2024-05-28T09:00:00
DT-DEMO-001012,Delivery Trip,delivery_stops,Doctors Tertiary Hospital 66,ADDR-0131,1,17.5,2024-05-28T09:30:00
DT-DEMO-001013,Delivery Trip,delivery_stops,Islamabad Diagnostics,ADDR-0165,1,8.3,2024-05-28T08:30:00
DT-DEMO-001013,Delivery Trip,delivery_stops,Punjab Diagnostic Center,ADDR-0173,1,13.0,2024-05-28T09:00:00
DT-DEMO-001013,Delivery Trip,delivery_stops,Sir Ganga Ram General Hospital 54,ADDR-0107,1,24.3,2024-05-28T09:30:00
DT-DEMO-001013,Delivery Trip,delivery_stops,Sir Ganga Ram District Hospital 08,ADDR-0015,1,5.7,2024-05-28T10:00:00
DT-DEMO-001013,Delivery Trip,delivery_stops,Shalimar District Hospital 16,ADDR-0031,1,17.9,2024-05-28T10:30:00
DT-DEMO-001013,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 28,ADDR-0055,1,18.9,2024-05-28T11:00:00
DT-DEMO-001013,Delivery Trip,delivery_stops,City Lab 107,ADDR-0187,1,10.7,2024-05-28T11:30:00
DT-DEMO-001013,Delivery Trip,delivery_stops,Shalimar General Hospital 47,ADDR-0093,1,8.5,2024-05-28T12:00:00
DT-DEMO-001014,Delivery Trip,delivery_stops,Noor Teaching Hospital 76,ADDR-0151,1,7.0,2024-05-28T05:30:00
DT-DEMO-001014,Delivery Trip,delivery_stops,LifeLine General Hospital 11,ADDR-0021,0,23.7,2024-05-28T06:00:00
DT-DEMO-001014,Delivery Trip,delivery_stops,Doctors Private Hospital 29,ADDR-0057,1,3.9,2024-05-28T06:30:00
DT-DEMO-001014,Delivery Trip,delivery_stops,Ghurki Trust Private Hospital 79,ADDR-0157,1,4.4,2024-05-28T07:00:00
DT-DEMO-001014,Delivery Trip,delivery_stops,Allied Lab,ADDR-0174,1,15.5,2024-05-28T07:30:00
DT-DEMO-001015,Delivery Trip,delivery_stops,Chughtai Private Hospital 56,ADDR-0111,0,12.0,2024-05-28T10:30:00
DT-DEMO-001015,Delivery Trip,delivery_stops,Chughtai Lab 101,ADDR-0181,1,3.7,2024-05-28T11:00:00
DT-DEMO-001015,Delivery Trip,delivery_stops,IDC Lab 103,ADDR-0183,1,13.4,2024-05-28T11:30:00
DT-DEMO-001015,Delivery Trip,delivery_stops,Sharif Medical Tertiary Hospital 43,ADDR-0085,1,16.0,2024-05-28T12:00:00
DT-DEMO-001016,Delivery Trip,delivery_stops,Qamar Lab,ADDR-0180,1,4.4,2024-05-29T10:30:00
DT-DEMO-001016,Delivery Trip,delivery_stops,Gulab Devi District Hospital 44,ADDR-0087,1,12.4,2024-05-29T11:00:00
DT-DEMO-001016,Delivery Trip,delivery_stops,Jinnah Tertiary Hospital 32,ADDR-0063,1,11.6,2024-05-29T11:30:00
DT-DEMO-001016,Delivery Trip,delivery_stops,Sharif Medical Teaching Hospital 62,ADDR-0123,1,23.1,2024-05-29T12:00:00
DT-DEMO-001016,Delivery Trip,delivery_stops,National Private Hospital 21,ADDR-0041,1,21.1,2024-05-29T12:30:00
DT-DEMO-001017,Delivery Trip,delivery_stops,Doctors Teaching Hospital 36,ADDR-0071,1,15.3,2024-05-29T06:30:00
DT-DEMO-001017,Delivery Trip,delivery_stops,Medicare Clinic,ADDR-0170,1,9.1,2024-05-29T07:00:00
DT-DEMO-001017,Delivery Trip,delivery_stops,Jinnah Tertiary Hospital 32,ADDR-0063,1,6.0,2024-05-29T07:30:00
DT-DEMO-001018,Delivery Trip,delivery_stops,Punjab Tertiary Hospital 37,ADDR-0073,1,6.7,2024-05-29T08:30:00
DT-DEMO-001018,Delivery Trip,delivery_stops,LifeLine General Hospital 11,ADDR-0021,1,5.8,2024-05-29T09:00:00
DT-DEMO-001018,Delivery Trip,delivery_stops,Ittefaq District Hospital 19,ADDR-0037,1,10.5,2024-05-29T09:30:00
DT-DEMO-001018,Delivery Trip,delivery_stops,Al-Razi Clinic 109,ADDR-0189,1,5.3,2024-05-29T10:00:00
DT-DEMO-001018,Delivery Trip,delivery_stops,City Lab 107,ADDR-0187,1,21.5,2024-05-29T10:30:00
DT-DEMO-001018,Delivery Trip,delivery_stops,Children Teaching Hospital 80,ADDR-0159,1,5.4,2024-05-29T11:00:00
DT-DEMO-001018,Delivery Trip,delivery_stops,Saleem Lab,ADDR-0179,1,3.5,2024-05-29T11:30:00
DT-DEMO-001018,Delivery Trip,delivery_stops,Allied Lab 114,ADDR-0194,1,22.2,2024-05-29T12:00:00
DT-DEMO-001019,Delivery Trip,delivery_stops,Ittefaq General Hospital 25,ADDR-0049,1,20.1,2024-05-30T08:30:00
DT-DEMO-001019,Delivery Trip,delivery_stops,LifeLine Tertiary Hospital 64,ADDR-0127,1,11.5,2024-05-30T09:00:00
DT-DEMO-001019,Delivery Trip,delivery_stops,Mayo Specialized Hospital 10,ADDR-0019,1,2.1,2024-05-30T09:30:00
DT-DEMO-001019,Delivery Trip,delivery_stops,Qamar Lab,ADDR-0180,1,2.0,2024-05-30T10:00:00
DT-DEMO-001019,Delivery Trip,delivery_stops,Lady Willingdon Tertiary Hospital 06,ADDR-0011,1,3.5,2024-05-30T10:30:00
DT-DEMO-001019,Delivery Trip,delivery_stops,Shaukat Khanum Specialized Hospital 63,ADDR-0125,1,6.4,2024-05-30T11:00:00
DT-DEMO-001020,Delivery Trip,delivery_stops,City Lab,ADDR-0167,0,3.4,2024-05-30T09:30:00
DT-DEMO-001020,Delivery Trip,delivery_stops,National Private Hospital 21,ADDR-0041,1,17.1,2024-05-30T10:00:00
DT-DEMO-001020,Delivery Trip,delivery_stops,Prime Teaching Hospital 14,ADDR-0027,0,17.4,2024-05-30T10:30:00
DT-DEMO-001020,Delivery Trip,delivery_stops,Ghurki Trust Private Hospital 79,ADDR-0157,1,9.3,2024-05-30T11:00:00
DT-DEMO-001020,Delivery Trip,delivery_stops,Shaukat Khanum Lab 102,ADDR-0182,1,15.0,2024-05-30T11:30:00
DT-DEMO-001020,Delivery Trip,delivery_stops,Excel Labs,ADDR-0164,1,4.3,2024-05-30T12:00:00
DT-DEMO-001021,Delivery Trip,delivery_stops,Medicare Clinic,ADDR-0170,0,23.0,2024-05-31T08:30:00
DT-DEMO-001021,Delivery Trip,delivery_stops,Metro Diagnostics 108,ADDR-0188,1,23.8,2024-05-31T09:00:00
DT-DEMO-001021,Delivery Trip,delivery_stops,Lahore General District Hospital 69,ADDR-0137,1,13.9,2024-05-31T09:30:00
DT-DEMO-001021,Delivery Trip,delivery_stops,Surgimed General Hospital 58,ADDR-0115,1,10.5,2024-05-31T10:00:00
DT-DEMO-001021,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 13,ADDR-0025,1,13.4,2024-05-31T10:30:00
DT-DEMO-001021,Delivery Trip,delivery_stops,Shalimar District Hospital 16,ADDR-0031,1,17.2,2024-05-31T11:00:00
DT-DEMO-001021,Delivery Trip,delivery_stops,Lahore General District Hospital 69,ADDR-0137,1,3.8,2024-05-31T11:30:00
DT-DEMO-001022,Delivery Trip,delivery_stops,Jinnah Tertiary Hospital 67,ADDR-0133,1,19.9,2024-05-31T09:30:00
DT-DEMO-001022,Delivery Trip,delivery_stops,Primary & Secondary Healthcare Dept,ADDR-0204,1,13.3,2024-05-31T10:00:00
DT-DEMO-001022,Delivery Trip,delivery_stops,IDC Lab,ADDR-0163,1,18.0,2024-05-31T10:30:00
DT-DEMO-001022,Delivery Trip,delivery_stops,Ghurki Trust Specialized Hospital 31,ADDR-0061,1,2.8,2024-05-31T11:00:00
DT-DEMO-001022,Delivery Trip,delivery_stops,LifeLine General Hospital 11,ADDR-0021,1,18.9,2024-05-31T11:30:00
DT-DEMO-001022,Delivery Trip,delivery_stops,LifeLine General Hospital 49,ADDR-0097,1,2.6,2024-05-31T12:00:00
DT-DEMO-001022,Delivery Trip,delivery_stops,Allied Lab,ADDR-0174,1,13.1,2024-05-31T12:30:00
DT-DEMO-001022,Delivery Trip,delivery_stops,Excel Labs 104,ADDR-0184,1,24.5,2024-05-31T13:00:00
DT-DEMO-001023,Delivery Trip,delivery_stops,Sir Ganga Ram Tertiary Hospital 75,ADDR-0149,1,7.8,2024-05-31T09:30:00
DT-DEMO-001023,Delivery Trip,delivery_stops,Al-Rehman Tertiary Hospital 17,ADDR-0033,1,11.2,2024-05-31T10:00:00
DT-DEMO-001023,Delivery Trip,delivery_stops,Fatima Memorial Private Hospital 34,ADDR-0067,1,18.0,2024-05-31T10:30:00
DT-DEMO-001024,Delivery Trip,delivery_stops,Gulab Devi Specialized Hospital 22,ADDR-0043,1,18.4,2024-06-01T08:30:00
DT-DEMO-001024,Delivery Trip,delivery_stops,Saleem Lab,ADDR-0179,1,22.3,2024-06-01T09:00:00
DT-DEMO-001024,Delivery Trip,delivery_stops,Hameed Latif District Hospital 26,ADDR-0051,1,18.8,2024-06-01T09:30:00
DT-DEMO-001024,Delivery Trip,delivery_stops,Fatima Memorial Private Hospital 34,ADDR-0067,1,7.9,2024-06-01T10:00:00
DT-DEMO-001025,Delivery Trip,delivery_stops,IDC Lab 103,ADDR-0183,1,6.6,2024-06-01T05:30:00
DT-DEMO-001025,Delivery Trip,delivery_stops,Medicare Clinic 110,ADDR-0190,1,23.4,2024-06-01T06:00:00
DT-DEMO-001025,Delivery Trip,delivery_stops,Gulab Devi Tertiary Hospital 28,ADDR-0055,1,17.4,2024-06-01T06:30:00
DT-DEMO-001025,Delivery Trip,delivery_stops,Rehman Diagnostics,ADDR-0178,1,4.3,2024-06-01T07:00:00
DT-DEMO-001026,Delivery Trip,delivery_stops,Ittefaq District Hospital 19,ADDR-0037,1,15.1,2024-06-02T07:30:00
DT-DEMO-001026,Delivery Trip,delivery_stops,Lahore Diagnostics,ADDR-0166,1,8.1,2024-06-02T08:00:00
DT-DEMO-001026,Delivery Trip,delivery_stops,Shalimar General Hospital 47,ADDR-0093,1,2.4,2024-06-02T08:30:00
DT-DEMO-001026,Delivery Trip,delivery_stops,Sharif Medical District Hospital 30,ADDR-0059,1,20.5,2024-06-02T09:00:00
DT-DEMO-001026,Delivery Trip,delivery_stops,Chughtai Private Hospital 56,ADDR-0111,1,22.9,2024-06-02T09:30:00
DT-DEMO-001026,Delivery Trip,delivery_stops,Sharif Medical District Hospital 30,ADDR-0059,1,21.7,2024-06-02T10:00:00
DT-DEMO-001027,Delivery Trip,delivery_stops,Al-Razi Clinic 109,ADDR-0189,1,5.1,2024-06-02T09:30:00
DT-DEMO-001027,Delivery Trip,delivery_stops,Lahore Diagnostics 106,ADDR-0186,1,7.7,2024-06-02T10:00:00
DT-DEMO-001027,Delivery Trip,delivery_stops,Allied Lab 114,ADDR-0194,0,8.8,2024-06-02T10:30:00
DT-DEMO-001027,Delivery Trip,delivery_stops,Ghurki Trust Private Hospital 79,ADDR-0157,1,17.9,2024-06-02T11:00:00
DT-DEMO-001027,Delivery Trip,delivery_stops,LifeLine General Hospital 49,ADDR-0097,1,17.3,2024-06-02T11:30:00
DT-DEMO-001027,Delivery Trip,delivery_stops,Doctors Tertiary Hospital 66,ADDR-0131,1,11.9,2024-06-02T12:00:00
DT-DEMO-001028,Delivery Trip,delivery_stops,Metro Diagnostics 108,ADDR-0188,0,18.9,2024-06-02T05:30:00
DT-DEMO-001028,Delivery Trip,delivery_stops,Health First Clinic,ADDR-0171,1,15.2,2024-06-02T06:00:00
DT-DEMO-001028,Delivery Trip,delivery_stops,Rehman Diagnostics 118,ADDR-0198,1,13.6,2024-06-02T06:30:00
DT-DEMO-001028,Delivery Trip,delivery_stops,Punjab General Hospital 59,ADDR-0117,1,15.8,2024-06-02T07:00:00
DT-DEMO-001028,Delivery Trip,delivery_stops,Punjab Diagnostic Center 113,ADDR-0193,1,19.7,2024-06-02T07:30:00
DT-DEMO-001028,Delivery Trip,delivery_stops,Sharif Medical Teaching Hospital 62,ADDR-0123,1,5.8,2024-06-02T08:00:00
DT-DEMO-001029,Delivery Trip,delivery_stops,Ghurki Trust Tertiary Hospital 12,ADDR-0023,1,4.2,2024-06-02T10:30:00
DT-DEMO-001029,Delivery Trip,delivery_stops,Excel Labs 104,ADDR-0184,1,9.0,2024-06-02T11:00:00
DT-DEMO-001029,Delivery Trip,delivery_stops,Al-Rehman Tertiary Hospital 17,ADDR-0033,1,3.7,2024-06-02T11:30:00
DT-DEMO-001029,Delivery Trip,delivery_stops,Saleem Lab,ADDR-0179,1,23.1,2024-06-02T12:00:00
DT-DEMO-001029,Delivery Trip,delivery_stops,Sheikh Zayed General Hospital 39,ADDR-0077,1,15.1,2024-06-02T12:30:00
DT-DEMO-001029,Delivery Trip,delivery_stops,Sharif Medical District Hospital 30,ADDR-0059,1,17.4,2024-06-02T13:00:00
DT-DEMO-001029,Delivery Trip,delivery_stops,LifeLine General Hospital 49,ADDR-0097,1,23.2,2024-06-02T13:30:00
DT-DEMO-001029,Delivery Trip,delivery_stops,LifeLine General Hospital 49,ADDR-0097,1,16.0,2024-06-02T14:00:00
DT-DEMO-001030,Delivery Trip,delivery_stops,Chughtai Lab 101,ADDR-0181,1,8.5,2024-06-03T07:30:00
DT-DEMO-001030,Delivery Trip,delivery_stops,Punjab Healthcare Commission,ADDR-0207,0,15.5,2024-06-03T08:00:00
DT-DEMO-001030,Delivery Trip,delivery_stops,Allied Lab 114,ADDR-0194,1,19.6,2024-06-03T08:30:00
DT-DEMO-001030,Delivery Trip,delivery_stops,Mayo Teaching Hospital 05,ADDR-0009,1,13.9,2024-06-03T09:00:00
DT-DEMO-001030,Delivery Trip,delivery_stops,Lady Willingdon Tertiary Hospital 06,ADDR-0011,1,20.5,2024-06-03T09:30:00
DT-DEMO-001030,Delivery Trip,delivery_stops,Metro Diagnostics,ADDR-0168,1,14.7,2024-06-03T10:00:00
DT-DEMO-001030,Delivery Trip,delivery_stops,Excel Labs,ADDR-0164,1,19.3,2024-06-03T10:30:00
DT-DEMO-001031,Delivery Trip,delivery_stops,Saleem Lab 119,ADDR-0199,1,12.1,2024-06-04T06:30:00
DT-DEMO-001031,Delivery Trip,delivery_stops,Children District Hospital 55,ADDR-0109,1,8.4,2024-06-04T07:00:00
DT-DEMO-001031,Delivery Trip,delivery_stops,Shaukat Khanum Lab,ADDR-0162,0,6.4,2024-06-04T07:30:00
DT-DEMO-001031,Delivery Trip,delivery_stops,Doctors Tertiary Hospital 66,ADDR-0131,1,24.1,2024-06-04T08:00:00
DT-DEMO-001031,Delivery Trip,delivery_stops,Noor Teaching Hospital 76,ADDR-0151,1,17.3,2024-06-04T08:30:00
DT-DEMO-001031,Delivery Trip,delivery_stops,Shaukat Khanum District Hospital 45,ADDR-0089,1,23.2,2024-06-04T09:00:00
DT-DEMO-001031,Delivery Trip,delivery_stops,Qamar Lab 120,ADDR-0200,1,6.9,2024-06-04T09:30:00
DT-DEMO-001031,Delivery Trip,delivery_stops,Medix Clinic,ADDR-0172,1,15.3,2024-06-04T10:00:00
DT-DEMO-001032,Delivery Trip,delivery_stops,Shaukat Khanum Lab 102,ADDR-0182,1,8.1,2024-06-04T09:30:00
DT-DEMO-001032,Delivery Trip,delivery_stops,Islamabad Diagnostics 105,ADDR-0185,1,13.0,2024-06-04T10:00:00
DT-DEMO-001032,Delivery Trip,delivery_stops,Ghurki Trust Private Hospital 79,ADDR-0157,0,11.2,2024-06-04T10:30:00
DT-DEMO-001033,Delivery Trip,delivery_stops,Shaukat Khanum Lab 102,ADDR-0182,1,7.6,2024-06-06T07:30:00
DT-DEMO-001033,Delivery Trip,delivery_stops,Fatima Memorial Tertiary Hospital 09,ADDR-0017,1,14.2,2024-06-06T08:00:00
DT-DEMO-001033,Delivery Trip,delivery_stops,Mayo Specialized Hospital 10,ADDR-0019,1,20.4,2024-06-06T08:30:00
DT-DEMO-001033,Delivery Trip,delivery_stops,Qamar Lab 120,ADDR-0200,1,21.5,2024-06-06T09:00:00
DT-DEMO-001033,Delivery Trip,delivery_stops,Al-Razi Clinic 109,ADDR-0189,1,6.8,2024-06-06T09:30:00
DT-DEMO-001033,Delivery Trip,delivery_stops,Sheikh Zayed General Hospital 39,ADDR-0077,1,17.7,2024-06-06T10:00:00
DT-DEMO-001033,Delivery Trip,delivery_stops,Punjab Diagnostic Center,ADDR-0173,1,8.5,2024-06-06T10:30:00
DT-DEMO-001033,Delivery Trip,delivery_stops,Gulab Devi Specialized Hospital 22,ADDR-0043,1,10.2,2024-06-06T11:00:00
DT-DEMO-001034,Delivery Trip,delivery_stops,Fatima Memorial Tertiary Hospital 09,ADDR-0017,1,15.2,2024-06-06T07:30:00
DT-DEMO-001034,Delivery Trip,delivery_stops,Chughtai Lab 101,ADDR-0181,1,17.0,2024-06-06T08:00:00
DT-DEMO-001034,Delivery Trip,delivery_stops,Jinnah Tertiary Hospital 67,ADDR-0133,1,16.0,2024-06-06T08:30:00
DT-DEMO-001034,Delivery Trip,delivery_stops,Services Specialized Hospital 04,ADDR-0007,0,12.4,2024-06-06T09:00:00
DT-DEMO-001034,Delivery Trip,delivery_stops,Shaukat Khanum Teaching Hospital 50,ADDR-0099,1,18.0,2024-06-06T09:30:00
DT-DEMO-001034,Delivery Trip,delivery_stops,Allied Lab 114,ADDR-0194,1,8.2,2024-06-06T10:00:00
DT-DEMO-001034,Delivery Trip,delivery_stops,Shalimar District Hospital 52,ADDR-0103,1,12.2,2024-06-06T10:30:00
DT-DEMO-001034,Delivery Trip,delivery_stops,LifeLine General Hospital 11,ADDR-0021,1,6.1,2024-06-06T11:00:00
DT-DEMO-001035,Delivery Trip,delivery_stops,Excel Labs,ADDR-0164,1,15.1,2024-06-06T09:30:00
DT-DEMO-001035,Delivery Trip,delivery_stops,LifeLine Teaching Hospital 74,ADDR-0147,1,3.5,2024-06-06T10:00:00
DT-DEMO-001035,Delivery Trip,delivery_stops,Saleem Lab,ADDR-0179,1,13.8,2024-06-06T10:30:00
DT-DEMO-001035,Delivery Trip,delivery_stops,Gulab Devi Specialized Hospital 22,ADDR-0043,1,12.0,2024-06-06T11:00:00
DT-DEMO-001035,Delivery Trip,delivery_stops,Medicare Clinic,ADDR-0170,1,5.6,2024-06-06T11:30:00
DT-DEMO-001035,Delivery Trip,delivery_stops,Saleem Lab 119,ADDR-0199,1,4.4,2024-06-06T12:00:00
DT-DEMO-001036,Delivery Trip,delivery_stops,Health First Clinic 111,ADDR-0191,1,17.4,2024-06-07T09:30:00
DT-DEMO-001036,Delivery Trip,delivery_stops,Surgimed General Hospital 58,ADDR-0115,1,14.6,2024-06-07T10:00:00
DT-DEMO-001036,Delivery Trip,delivery_stops,Fatima Memorial Private Hospital 34,ADDR-0067,1,4.0,2024-06-07T10:30:00
DT-DEMO-001037,Delivery Trip,delivery_stops,Punjab Specialized Hospital 42,ADDR-0083,1,18.0,2024-06-07T09:30:00
DT-DEMO-001037,Delivery Trip,delivery_stops,Punjab Diagnostic Center 113,ADDR-0193,1,21.8,2024-06-07T10:00:00
DT-DEMO-001037,Delivery Trip,delivery_stops,National District Hospital 18,ADDR-0035,1,19.2,2024-06-07T10:30:00
DT-DEMO-001037,Delivery Trip,delivery_stops,LifeLine Tertiary Hospital 64,ADDR-0127,1,19.3,2024-06-07T11:00:00
DT-DEMO-001037,Delivery Trip,delivery_stops,Punjab Environmental Protection Agency,ADDR-0203,1,7.5,2024-06-07T11:30:00
DT-DEMO-001037,Delivery Trip,delivery_stops,Primary & Secondary Healthcare Dept,ADDR-0204,1,24.1,2024-06-07T12:00:00
DT-DEMO-001037,Delivery Trip,delivery_stops,Doctors General Hospital 73,ADDR-0145,1,12.9,2024-06-07T12:30:00
DT-DEMO-001037,Delivery Trip,delivery_stops,Ghurki Trust Tertiary Hospital 12,ADDR-0023,1,12.0,2024-06-07T13:00:00
DT-DEMO-001038,Delivery Trip,delivery_stops,Fatima Memorial Private Hospital 34,ADDR-0067,0,12.5,2024-06-07T08:30:00
DT-DEMO-001038,Delivery Trip,delivery_stops,Metro Diagnostics,ADDR-0168,1,7.9,2024-06-07T09:00:00
DT-DEMO-001038,Delivery Trip,delivery_stops,Services Teaching Hospital 33,ADDR-0065,1,24.9,2024-06-07T09:30:00
DT-DEMO-001038,Delivery Trip,delivery_stops,Punjab Tertiary Hospital 37,ADDR-0073,1,12.5,2024-06-07T10:00:00
DT-DEMO-001039,Delivery Trip,delivery_stops,Medicare Clinic 110,ADDR-0190,1,4.4,2024-06-08T08:30:00
DT-DEMO-001039,Delivery Trip,delivery_stops,Punjab Diagnostic Center,ADDR-0173,1,19.8,2024-06-08T09:00:00
DT-DEMO-001039,Delivery Trip,delivery_stops,Dr. Essa Lab,ADDR-0176,1,3.8,2024-06-08T09:30:00
DT-DEMO-001039,Delivery Trip,delivery_stops,Chughtai Tertiary Hospital 57,ADDR-0113,1,15.9,2024-06-08T10:00:00
DT-DEMO-001040,Delivery Trip,delivery_stops,District Health Authority Lahore,ADDR-0205,0,12.7,2024-06-08T06:30:00
DT-DEMO-001040,Delivery Trip,delivery_stops,One Health Lab 117,ADDR-0197,1,7.9,2024-06-08T07:00:00
DT-DEMO-001040,Delivery Trip,delivery_stops,Sir Ganga Ram Tertiary Hospital 46,ADDR-0091,1,23.5,2024-06-08T07:30:00
DT-DEMO-001041,Delivery Trip,delivery_stops,Primary & Secondary Healthcare Dept,ADDR-0204,0,4.2,2024-06-09T05:30:00
DT-DEMO-001041,Delivery Trip,delivery_stops,Hameed Latif District Hospital 26,ADDR-0051,1,17.5,2024-06-09T06:00:00
DT-DEMO-001041,Delivery Trip,delivery_stops,Allied Lab 114,ADDR-0194,1,24.2,2024-06-09T06:30:00
DT-DEMO-001041,Delivery Trip,delivery_stops,City Lab 107,ADDR-0187,1,7.1,2024-06-09T07:00:00
DT-DEMO-001041,Delivery Trip,delivery_stops,IDC Lab 103,ADDR-0183,1,13.0,2024-06-09T07:30:00
DT-DEMO-001041,Delivery Trip,delivery_stops,Lahore General District Hospital 69,ADDR-0137,0,19.1,2024-06-09T08:00:00
DT-DEMO-001041,Delivery Trip,delivery_stops,Medix Clinic 112,ADDR-0192,1,14.9,2024-06-09T08:30:00
DT-DEMO-001041,Delivery Trip,delivery_stops,Agha Khan Lab Lahore 115,ADDR-0195,1,6.9,2024-06-09T09:00:00
DT-DEMO-001042,Delivery Trip,delivery_stops,Saleem Lab 119,ADDR-0199,1,21.7,2024-06-10T07:30:00
DT-DEMO-001042,Delivery Trip,delivery_stops,Fatima Memorial Private Hospital 34,ADDR-0067,1,22.7,2024-06-10T08:00:00
