parent,parenttype,parentfield,item_code,qty,uom,rate
SI-DEMO-000547,Sales Invoice,items,BIO-00346,5,Nos,2131125
SI-DEMO-000548,Sales Invoice,items,BIO-00286,1,Nos,2072314
SI-DEMO-000549,Sales Invoice,items,BIO-00159,2,Nos,1732462
SI-DEMO-000549,Sales Invoice,items,BIO-00322,18,Nos,320752
SI-DEMO-000550,Sales Invoice,items,BIO-00236,2,Nos,190150
SI-DEMO-000551,Sales Invoice,items,BIO-00312,8,Nos,1740012
SI-DEMO-000552,Sales Invoice,items,BIO-00147,5,Nos,580182
SI-DEMO-000553,Sales Invoice,items,BIO-00342,1,Nos,882507
SI-DEMO-000553,Sales Invoice,items,BIO-00229,5,Nos,489715
SI-DEMO-000554,Sales Invoice,items,BIO-00222,4,Nos,95562
SI-DEMO-000555,Sales Invoice,items,BIO-00352,8,Nos,1561688
SI-DEMO-000556,Sales Invoice,items,BIO-00407,7,Nos,798857
SI-DEMO-000557,Sales Invoice,items,BIO-00374,8,Nos,921841
SI-DEMO-000557,Sales Invoice,items,BIO-00066,28,Nos,289277
SI-DEMO-000558,Sales Invoice,items,BIO-00262,7,Nos,1199953
SI-DEMO-000559,Sales Invoice,items,BIO-00157,6,Nos,1740531
SI-DEMO-000559,Sales Invoice,items,BIO-00222,28,Nos,167470
SI-DEMO-000560,Sales Invoice,items,BIO-00382,4,Nos,1621798
SI-DEMO-000561,Sales Invoice,items,BIO-00345,3,Nos,604617
SI-DEMO-000562,Sales Invoice,items,BIO-00174,2,Nos,772889
SI-DEMO-000562,Sales Invoice,items,BIO-00280,48,Nos,312672
SI-DEMO-000563,Sales Invoice,items,BIO-00183,9,Nos,2700575
SI-DEMO-000564,Sales Invoice,items,BIO-00399,2,Nos,197734
SI-DEMO-000564,Sales Invoice,items,BIO-00131,50,Nos,176716
SI-DEMO-000565,Sales Invoice,items,BIO-00407,8,Nos,2078334
SI-DEMO-000566,Sales Invoice,items,BIO-00070,10,Nos,754638
SI-DEMO-000566,Sales Invoice,items,BIO-00455,40,Nos,357571
SI-DEMO-000567,Sales Invoice,items,SVC-JAN-006,4,Nos,219
SI-DEMO-000567,Sales Invoice,items,SVC-JAN-001,21,Nos,442
SI-DEMO-000568,Sales Invoice,items,BIO-00394,9,Nos,34541
SI-DEMO-000569,Sales Invoice,items,BIO-00390,10,Nos,1249455
SI-DEMO-000570,Sales Invoice,items,BIO-00338,9,Nos,656856
SI-DEMO-000570,Sales Invoice,items,BIO-00239,28,Nos,304993
SI-DEMO-000571,Sales Invoice,items,BIO-00308,7,Nos,624814
SI-DEMO-000572,Sales Invoice,items,BIO-00309,1,Nos,63244
SI-DEMO-000573,Sales Invoice,items,BIO-00316,4,Nos,834235
SI-DEMO-000574,Sales Invoice,items,BIO-00388,2,Nos,1701957
SI-DEMO-000574,Sales Invoice,items,BIO-00060,32,Nos,149822
SI-DEMO-000575,Sales Invoice,items,BIO-00339,6,Nos,1215268
SI-DEMO-000576,Sales Invoice,items,BIO-00371,9,Nos,1345349
SI-DEMO-000576,Sales Invoice,items,BIO-00085,5,Nos,339275
SI-DEMO-000577,Sales Invoice,items,BIO-00387,10,Nos,2561621
SI-DEMO-000577,Sales Invoice,items,BIO-00106,38,Nos,419774
SI-DEMO-000578,Sales Invoice,items,BIO-00149,10,Nos,271310
SI-DEMO-000579,Sales Invoice,items,BIO-00394,9,Nos,2842671
SI-DEMO-000580,Sales Invoice,items,CNT-015,1,Nos,274492
SI-DEMO-000581,Sales Invoice,items,BIO-00275,4,Nos,668999
SI-DEMO-000581,Sales Invoice,items,BIO-00437,42,Nos,75276
SI-DEMO-000582,Sales Invoice,items,BIO-00408,9,Nos,1849711
SI-DEMO-000582,Sales Invoice,items,SVC-TRN-011,40,Nos,242
SI-DEMO-000583,Sales Invoice,items,BIO-00092,9,Nos,29673
SI-DEMO-000584,Sales Invoice,items,BIO-00418,5,Nos,1135019
SI-DEMO-000584,Sales Invoice,items,BIO-00156,19,Nos,255677
SI-DEMO-000585,Sales Invoice,items,BIO-00335,2,Nos,1263655
SI-DEMO-000586,Sales Invoice,items,BIO-00310,8,Nos,1107784
SI-DEMO-000587,Sales Invoice,items,BIO-00139,3,Nos,2453456
SI-DEMO-000588,Sales Invoice,items,BIO-00057,2,Nos,2534129
SI-DEMO-000589,Sales Invoice,items,SVC-GEN,1363,Kg,449
SI-DEMO-000589,Sales Invoice,items,BIO-00332,50,Nos,234117
SI-DEMO-000590,Sales Invoice,items,BIO-00187,1,Nos,385448
SI-DEMO-000591,Sales Invoice,items,BIO-00102,1,Nos,1465444
SI-DEMO-000591,Sales Invoice,items,BIO-00380,14,Nos,205495
SI-DEMO-000592,Sales Invoice,items,BIO-00221,7,Nos,666308
SI-DEMO-000593,Sales Invoice,items,BIO-00062,8,Nos,2304171
SI-DEMO-000594,Sales Invoice,items,BIO-00455,9,Nos,2827603
SI-DEMO-000595,Sales Invoice,items,BIO-00247,9,Nos,2663112
SI-DEMO-000596,Sales Invoice,items,BIO-00093,5,Nos,88227
SI-DEMO-000596,Sales Invoice,items,BIO-00329,24,Nos,259164
SI-DEMO-000597,Sales Invoice,items,BIO-00076,5,Nos,2892825
SI-DEMO-000597,Sales Invoice,items,BIO-00398,34,Nos,16235
SI-DEMO-000598,Sales Invoice,items,BIO-00332,3,Nos,2670315
SI-DEMO-000598,Sales Invoice,items,BIO-00227,7,Nos,181630
SI-DEMO-000599,Sales Invoice,items,BIO-00240,3,Nos,2343491
SI-DEMO-000600,Sales Invoice,items,BIO-00192,9,Nos,642484
SI-DEMO-000601,Sales Invoice,items,BIO-00340,1,Nos,1752135
SI-DEMO-000602,Sales Invoice,items,BIO-00317,6,Nos,105910
SI-DEMO-000603,Sales Invoice,items,BIO-00358,10,Nos,2704302
SI-DEMO-000604,Sales Invoice,items,BIO-00412,5,Nos,65266
SI-DEMO-000604,Sales Invoice,items,CNT-019,19,Nos,399300
SI-DEMO-000605,Sales Invoice,items,SVC-JAN-005,8,Nos,686
SI-DEMO-000606,Sales Invoice,items,BIO-00093,4,Nos,1626254
SI-DEMO-000606,Sales Invoice,items,BIO-00412,17,Nos,274788
SI-DEMO-000607,Sales Invoice,items,BIO-00148,4,Nos,972742
SI-DEMO-000607,Sales Invoice,items,BIO-00362,12,Nos,29572
SI-DEMO-000608,Sales Invoice,items,BIO-00139,8,Nos,2019601
SI-DEMO-000608,Sales Invoice,items,BIO-00101,14,Nos,126151
SI-DEMO-000609,Sales Invoice,items,BIO-00130,1,Nos,1391801
SI-DEMO-000610,Sales Invoice,items,BIO-00371,6,Nos,351785
SI-DEMO-000611,Sales Invoice,items,BIO-00114,7,Nos,2133655
SI-DEMO-000612,Sales Invoice,items,BIO-00223,5,Nos,424095
SI-DEMO-000612,Sales Invoice,items,BIO-00172,46,Nos,116257
SI-DEMO-000613,Sales Invoice,items,BIO-00395,9,Nos,2722278
SI-DEMO-000614,Sales Invoice,items,BIO-00369,8,Nos,1327767
SI-DEMO-000615,Sales Invoice,items,BIO-00399,4,Nos,980681
SI-DEMO-000616,Sales Invoice,items,BIO-00447,4,Nos,72409
SI-DEMO-000617,Sales Invoice,items,BIO-00309,9,Nos,346125
SI-DEMO-000617,Sales Invoice,items,BIO-00368,23,Nos,270229
SI-DEMO-000618,Sales Invoice,items,SVC-PATH,306,Kg,590
SI-DEMO-000619,Sales Invoice,items,BIO-00404,10,Nos,2507050
SI-DEMO-000619,Sales Invoice,items,BIO-00061,42,Nos,299529
SI-DEMO-000620,Sales Invoice,items,BIO-00255,4,Nos,826368
SI-DEMO-000620,Sales Invoice,items,BIO-00119,40,Nos,427945
SI-DEMO-000621,Sales Invoice,items,BIO-00408,6,Nos,1484954
SI-DEMO-000622,Sales Invoice,items,BIO-00109,1,Nos,578657
SI-DEMO-000623,Sales Invoice,items,BIO-00126,5,Nos,2286636
SI-DEMO-000624,Sales Invoice,items,BIO-00333,2,Nos,1555108
SI-DEMO-000624,Sales Invoice,items,BIO-00123,48,Nos,408894
SI-DEMO-000625,Sales Invoice,items,BIO-00195,9,Nos,323834
SI-DEMO-000625,Sales Invoice,items,BIO-00218,39,Nos,461561
SI-DEMO-000626,Sales Invoice,items,BIO-00251,3,Nos,480223
SI-DEMO-000626,Sales Invoice,items,BIO-00402,3,Nos,140125
SI-DEMO-000627,Sales Invoice,items,BIO-00169,1,Nos,81443
SI-DEMO-000628,Sales Invoice,items,BIO-00439,7,Nos,2888372
SI-DEMO-000629,Sales Invoice,items,BIO-00316,2,Nos,929483
SI-DEMO-000630,Sales Invoice,items,BIO-00187,10,Nos,2550407
SI-DEMO-000631,Sales Invoice,items,BIO-00217,4,Nos,1512437
SI-DEMO-000632,Sales Invoice,items,BIO-00193,2,Nos,852425
SI-DEMO-000633,Sales Invoice,items,BIO-00447,7,Nos,2296405
SI-DEMO-000633,Sales Invoice,items,BIO-00123,43,Nos,491375
SI-DEMO-000634,Sales Invoice,items,SVC-JAN-005,1,Nos,198
SI-DEMO-000634,Sales Invoice,items,BIO-00322,32,Nos,104453
SI-DEMO-000635,Sales Invoice,items,BIO-00301,6,Nos,961169
SI-DEMO-000635,Sales Invoice,items,CNT-017,10,Nos,98015
SI-DEMO-000636,Sales Invoice,items,SVC-CYTO,1260,Kg,693
SI-DEMO-000637,Sales Invoice,items,BIO-00098,6,Nos,965141
SI-DEMO-000637,Sales Invoice,items,BIO-00316,44,Nos,492335
SI-DEMO-000638,Sales Invoice,items,BIO-00440,5,Nos,1824567
SI-DEMO-000638,Sales Invoice,items,BIO-00354,38,Nos,159113
SI-DEMO-000639,Sales Invoice,items,BIO-00066,4,Nos,1630945
SI-DEMO-000640,Sales Invoice,items,BIO-00280,10,Nos,1969402
SI-DEMO-000641,Sales Invoice,items,BIO-00342,10,Nos,838537
SI-DEMO-000642,Sales Invoice,items,BIO-00206,2,Nos,1551438
SI-DEMO-000643,Sales Invoice,items,SVC-SHRP,1714,Kg,407
SI-DEMO-000644,Sales Invoice,items,SVC-GEN,498,Kg,446
SI-DEMO-000644,Sales Invoice,items,BIO-00168,8,Nos,292113
SI-DEMO-000645,Sales Invoice,items,BIO-00382,9,Nos,1637241
SI-DEMO-000646,Sales Invoice,items,BIO-00151,8,Nos,2827894
SI-DEMO-000647,Sales Invoice,items,BIO-00163,1,Nos,2650204
SI-DEMO-000647,Sales Invoice,items,SVC-JAN-004,2,Nos,382
SI-DEMO-000648,Sales Invoice,items,BIO-00433,1,Nos,2886835
SI-DEMO-000648,Sales Invoice,items,BIO-00075,8,Nos,37821
SI-DEMO-000649,Sales Invoice,items,BIO-00280,6,Nos,1449244
SI-DEMO-000650,Sales Invoice,items,BIO-00115,7,Nos,306381
SI-DEMO-000651,Sales Invoice,items,BIO-00407,4,Nos,1212681
SI-DEMO-000652,Sales Invoice,items,BIO-00183,8,Nos,1098722
SI-DEMO-000653,Sales Invoice,items,BIO-00434,3,Nos,2164136
SI-DEMO-000654,Sales Invoice,items,BIO-00230,4,Nos,341313
SI-DEMO-000655,Sales Invoice,items,BIO-00379,9,Nos,2166748
SI-DEMO-000656,Sales Invoice,items,BIO-00144,8,Nos,606997
SI-DEMO-000656,Sales Invoice,items,BIO-00223,23,Nos,118052
SI-DEMO-000657,Sales Invoice,items,BIO-00101,5,Nos,2244915
SI-DEMO-000658,Sales Invoice,items,BIO-00418,9,Nos,2654834
SI-DEMO-000659,Sales Invoice,items,BIO-00114,9,Nos,841371
SI-DEMO-000659,Sales Invoice,items,BIO-00108,9,Nos,395315
SI-DEMO-000660,Sales Invoice,items,BIO-00188,5,Nos,2561825
SI-DEMO-000660,Sales Invoice,items,BIO-00100,45,Nos,251040
SI-DEMO-000661,Sales Invoice,items,BIO-00110,6,Nos,1597802
SI-DEMO-000661,Sales Invoice,items,BIO-00194,12,Nos,324531
SI-DEMO-000662,Sales Invoice,items,BIO-00315,3,Nos,216025
SI-DEMO-000662,Sales Invoice,items,BIO-00401,8,Nos,130946
SI-DEMO-000663,Sales Invoice,items,BIO-00287,5,Nos,1490897
SI-DEMO-000664,Sales Invoice,items,BIO-00411,2,Nos,2864263
SI-DEMO-000664,Sales Invoice,items,BIO-00366,34,Nos,271639
SI-DEMO-000665,Sales Invoice,items,BIO-00144,5,Nos,2052134
SI-DEMO-000666,Sales Invoice,items,BIO-00365,8,Nos,1179721
SI-DEMO-000667,Sales Invoice,items,BIO-00452,5,Nos,610013
SI-DEMO-000668,Sales Invoice,items,BIO-00065,7,Nos,1200473
SI-DEMO-000668,Sales Invoice,items,BIO-00139,17,Nos,185075
SI-DEMO-000669,Sales Invoice,items,BIO-00436,8,Nos,1042027
SI-DEMO-000669,Sales Invoice,items,BIO-00422,21,Nos,169617
SI-DEMO-000670,Sales Invoice,items,BIO-00126,9,Nos,1224666
SI-DEMO-000670,Sales Invoice,items,BIO-00164,42,Nos,61071
SI-DEMO-000671,Sales Invoice,items,BIO-00261,2,Nos,2790663
SI-DEMO-000672,Sales Invoice,items,BIO-00157,3,Nos,2372917
SI-DEMO-000672,Sales Invoice,items,BIO-00367,13,Nos,339454
SI-DEMO-000673,Sales Invoice,items,BIO-00213,9,Nos,578032
SI-DEMO-000674,Sales Invoice,items,BIO-00083,1,Nos,2494008
SI-DEMO-000675,Sales Invoice,items,BIO-00171,8,Nos,1335035
SI-DEMO-000675,Sales Invoice,items,BIO-00239,38,Nos,183962
SI-DEMO-000676,Sales Invoice,items,SVC-JAN-003,7,Nos,649
SI-DEMO-000677,Sales Invoice,items,BIO-00454,4,Nos,2897503
SI-DEMO-000678,Sales Invoice,items,BIO-00415,8,Nos,972208
SI-DEMO-000678,Sales Invoice,items,BIO-00079,26,Nos,154099
SI-DEMO-000679,Sales Invoice,items,BIO-00284,1,Nos,256849
SI-DEMO-000680,Sales Invoice,items,BIO-00441,5,Nos,91965
SI-DEMO-000680,Sales Invoice,items,BIO-00413,35,Nos,465006
SI-DEMO-000681,Sales Invoice,items,BIO-00105,2,Nos,1010488
SI-DEMO-000681,Sales Invoice,items,BIO-00235,45,Nos,189206
SI-DEMO-000682,Sales Invoice,items,BIO-00173,5,Nos,2005938
SI-DEMO-000683,Sales Invoice,items,BIO-00230,4,Nos,2062309
SI-DEMO-000683,Sales Invoice,items,BIO-00102,26,Nos,53099
SI-DEMO-000684,Sales Invoice,items,BIO-00181,3,Nos,198688
SI-DEMO-000685,Sales Invoice,items,BIO-00441,1,Nos,1176648
SI-DEMO-000686,Sales Invoice,items,BIO-00342,7,Nos,2903823
SI-DEMO-000686,Sales Invoice,items,BIO-00441,39,Nos,414701
SI-DEMO-000687,Sales Invoice,items,BIO-00141,6,Nos,2609220
SI-DEMO-000688,Sales Invoice,items,BIO-00408,5,Nos,1366722
SI-DEMO-000688,Sales Invoice,items,BIO-00440,9,Nos,219497
SI-DEMO-000689,Sales Invoice,items,BIO-00070,9,Nos,2209456
SI-DEMO-000690,Sales Invoice,items,BIO-00405,1,Nos,2008310
SI-DEMO-000690,Sales Invoice,items,BIO-00249,38,Nos,35241
SI-DEMO-000691,Sales Invoice,items,BIO-00227,4,Nos,1847446
SI-DEMO-000691,Sales Invoice,items,BIO-00101,45,Nos,64093
SI-DEMO-000692,Sales Invoice,items,BIO-00207,5,Nos,2478427
SI-DEMO-000693,Sales Invoice,items,BIO-00278,3,Nos,2014673
SI-DEMO-000693,Sales Invoice,items,BIO-00172,15,Nos,180113
SI-DEMO-000694,Sales Invoice,items,BIO-00403,10,Nos,1629497
SI-DEMO-000695,Sales Invoice,items,BIO-00385,3,Nos,1830338
SI-DEMO-000696,Sales Invoice,items,BIO-00154,7,Nos,2419294
SI-DEMO-000697,Sales Invoice,items,BIO-00142,1,Nos,166869
SI-DEMO-000698,Sales Invoice,items,BIO-00391,9,Nos,911570
SI-DEMO-000699,Sales Invoice,items,BIO-00285,4,Nos,2062905
SI-DEMO-000700,Sales Invoice,items,BIO-00142,3,Nos,2614333
SI-DEMO-000700,Sales Invoice,items,BIO-00286,30,Nos,498777
SI-DEMO-000701,Sales Invoice,items,BIO-00101,10,Nos,1611799
SI-DEMO-000702,Sales Invoice,items,BIO-00197,2,Nos,2824428
SI-DEMO-000703,Sales Invoice,items,BIO-00137,5,Nos,1258612
SI-DEMO-000704,Sales Invoice,items,BIO-00441,1,Nos,13358
SI-DEMO-000705,Sales Invoice,items,BIO-00262,10,Nos,2797470
SI-DEMO-000705,Sales Invoice,items,BIO-00148,42,Nos,448193
SI-DEMO-000706,Sales Invoice,items,BIO-00227,3,Nos,1731290
SI-DEMO-000707,Sales Invoice,items,BIO-00322,10,Nos,561765
SI-DEMO-000708,Sales Invoice,items,BIO-00360,8,Nos,1795451
SI-DEMO-000709,Sales Invoice,items,BIO-00348,7,Nos,1578554
SI-DEMO-000709,Sales Invoice,items,BIO-00219,31,Nos,68153
SI-DEMO-000710,Sales Invoice,items,SVC-GEN,1668,Kg,168
SI-DEMO-000711,Sales Invoice,items,SVC-GEN,68,Kg,412
SI-DEMO-000712,Sales Invoice,items,BIO-00392,9,Nos,826029
SI-DEMO-000712,Sales Invoice,items,BIO-00285,4,Nos,301788
SI-DEMO-000713,Sales Invoice,items,BIO-00264,3,Nos,1336176
SI-DEMO-000714,Sales Invoice,items,BIO-00444,8,Nos,2698418
SI-DEMO-000715,Sales Invoice,items,BIO-00357,9,Nos,2440706
SI-DEMO-000716,Sales Invoice,items,BIO-00293,6,Nos,735546
SI-DEMO-000717,Sales Invoice,items,BIO-00247,1,Nos,1099594
SI-DEMO-000718,Sales Invoice,items,BIO-00316,3,Nos,114602
SI-DEMO-000718,Sales Invoice,items,BIO-00120,20,Nos,357217
SI-DEMO-000719,Sales Invoice,items,BIO-00250,7,Nos,354786
SI-DEMO-000719,Sales Invoice,items,BIO-00271,24,Nos,367433
SI-DEMO-000720,Sales Invoice,items,BIO-00238,7,Nos,773268
SI-DEMO-000721,Sales Invoice,items,BIO-00181,9,Nos,921004
SI-DEMO-000722,Sales Invoice,items,BIO-00415,3,Nos,2399473
SI-DEMO-000722,Sales Invoice,items,BIO-00373,34,Nos,383760
SI-DEMO-000723,Sales Invoice,items,BIO-00347,2,Nos,2428939
SI-DEMO-000723,Sales Invoice,items,BIO-00231,39,Nos,467668
SI-DEMO-000724,Sales Invoice,items,BIO-00236,10,Nos,1073859
SI-DEMO-000725,Sales Invoice,items,BIO-00180,8,Nos,707471
SI-DEMO-000725,Sales Invoice,items,BIO-00190,36,Nos,298730
SI-DEMO-000726,Sales Invoice,items,BIO-00376,8,Nos,2866008
SI-DEMO-000726,Sales Invoice,items,BIO-00445,21,Nos,487764
SI-DEMO-000727,Sales Invoice,items,BIO-00108,10,Nos,206653
SI-DEMO-000727,Sales Invoice,items,BIO-00166,25,Nos,445644
SI-DEMO-000728,Sales Invoice,items,BIO-00329,8,Nos,1736622
SI-DEMO-000729,Sales Invoice,items,BIO-00085,10,Nos,2106428
SI-DEMO-000730,Sales Invoice,items,BIO-00238,1,Nos,2272541
SI-DEMO-000731,Sales Invoice,items,SVC-TRN-008,8,Nos,231
SI-DEMO-000732,Sales Invoice,items,BIO-00225,1,Nos,2809102
SI-DEMO-000732,Sales Invoice,items,BIO-00110,2,Nos,8196
SI-DEMO-000733,Sales Invoice,items,BIO-00186,4,Nos,553363
SI-DEMO-000734,Sales Invoice,items,BIO-00204,3,Nos,1345392
SI-DEMO-000734,Sales Invoice,items,BIO-00337,7,Nos,163946
SI-DEMO-000735,Sales Invoice,items,BIO-00201,7,Nos,2750684
SI-DEMO-000735,Sales Invoice,items,BIO-00349,10,Nos,57942
SI-DEMO-000736,Sales Invoice,items,BIO-00213,1,Nos,1086396
SI-DEMO-000737,Sales Invoice,items,BIO-00125,7,Nos,2392353
SI-DEMO-000737,Sales Invoice,items,BIO-00207,22,Nos,84506
SI-DEMO-000738,Sales Invoice,items,BIO-00256,6,Nos,1638604
SI-DEMO-000739,Sales Invoice,items,BIO-00184,6,Nos,2529841
SI-DEMO-000739,Sales Invoice,items,BIO-00335,12,Nos,344233
SI-DEMO-000740,Sales Invoice,items,BIO-00290,8,Nos,2588399
SI-DEMO-000741,Sales Invoice,items,BIO-00059,4,Nos,2788320
SI-DEMO-000742,Sales Invoice,items,BIO-00383,1,Nos,829113
SI-DEMO-000743,Sales Invoice,items,BIO-00444,9,Nos,748813
SI-DEMO-000744,Sales Invoice,items,BIO-00260,10,Nos,168963
SI-DEMO-000745,Sales Invoice,items,BIO-00335,9,Nos,2418000
SI-DEMO-000745,Sales Invoice,items,BIO-00318,15,Nos,68421
SI-DEMO-000746,Sales Invoice,items,BIO-00059,5,Nos,1086516
SI-DEMO-000747,Sales Invoice,items,BIO-00365,4,Nos,443477
SI-DEMO-000748,Sales Invoice,items,BIO-00305,1,Nos,2581934
SI-DEMO-000749,Sales Invoice,items,BIO-00292,9,Nos,1322494
SI-DEMO-000750,Sales Invoice,items,BIO-00101,8,Nos,2708035
SI-DEMO-000751,Sales Invoice,items,BIO-00201,9,Nos,806530
SI-DEMO-000752,Sales Invoice,items,BIO-00397,9,Nos,2910048
SI-DEMO-000753,Sales Invoice,items,BIO-00402,3,Nos,1060729
SI-DEMO-000754,Sales Invoice,items,BIO-00146,8,Nos,2388927
SI-DEMO-000755,Sales Invoice,items,BIO-00147,1,Nos,2160020
SI-DEMO-000756,Sales Invoice,items,BIO-00160,4,Nos,2805525
SI-DEMO-000756,Sales Invoice,items,BIO-00425,27,Nos,364605
SI-DEMO-000757,Sales Invoice,items,BIO-00092,5,Nos,38388
SI-DEMO-000758,Sales Invoice,items,SVC-JAN-001,9,Nos,184
SI-DEMO-000759,Sales Invoice,items,BIO-00118,4,Nos,2925543
SI-DEMO-000760,Sales Invoice,items,BIO-00297,10,Nos,285879
SI-DEMO-000760,Sales Invoice,items,BIO-00114,6,Nos,471414
SI-DEMO-000761,Sales Invoice,items,BIO-00253,5,Nos,2709327
SI-DEMO-000762,Sales Invoice,items,BIO-00141,6,Nos,713708
SI-DEMO-000762,Sales Invoice,items,BIO-00350,7,Nos,132235
SI-DEMO-000763,Sales Invoice,items,BIO-00064,4,Nos,1919266
SI-DEMO-000764,Sales Invoice,items,BIO-00144,2,Nos,632617
SI-DEMO-000765,Sales Invoice,items,BIO-00158,7,Nos,1991850
SI-DEMO-000766,Sales Invoice,items,CNT-018,6,Nos,963081
SI-DEMO-000767,Sales Invoice,items,CNT-014,7,Nos,1398236
SI-DEMO-000768,Sales Invoice,items,BIO-00258,8,Nos,659515
SI-DEMO-000768,Sales Invoice,items,BIO-00057,37,Nos,206000
SI-DEMO-000769,Sales Invoice,items,BIO-00163,4,Nos,495460
SI-DEMO-000770,Sales Invoice,items,BIO-00128,1,Nos,2982538
SI-DEMO-000771,Sales Invoice,items,BIO-00057,10,Nos,2318043
SI-DEMO-000771,Sales Invoice,items,BIO-00343,13,Nos,265443
SI-DEMO-000772,Sales Invoice,items,BIO-00103,4,Nos,321803
SI-DEMO-000772,Sales Invoice,items,BIO-00266,17,Nos,17007
SI-DEMO-000773,Sales Invoice,items,BIO-00139,9,Nos,2724179
SI-DEMO-000774,Sales Invoice,items,BIO-00113,5,Nos,2603026
SI-DEMO-000774,Sales Invoice,items,BIO-00239,33,Nos,74147
SI-DEMO-000775,Sales Invoice,items,BIO-00424,6,Nos,1155884
SI-DEMO-000775,Sales Invoice,items,BIO-00322,8,Nos,194541
SI-DEMO-000776,Sales Invoice,items,BIO-00303,6,Nos,1413876
SI-DEMO-000777,Sales Invoice,items,BIO-00090,1,Nos,1596387
SI-DEMO-000778,Sales Invoice,items,BIO-00291,4,Nos,1788180
SI-DEMO-000779,Sales Invoice,items,BIO-00446,6,Nos,1763269
SI-DEMO-000780,Sales Invoice,items,BIO-00300,7,Nos,237163
SI-DEMO-000781,Sales Invoice,items,BIO-00430,2,Nos,667417
SI-DEMO-000781,Sales Invoice,items,BIO-00385,39,Nos,432574
SI-DEMO-000782,Sales Invoice,items,BIO-00069,2,Nos,1673121
SI-DEMO-000782,Sales Invoice,items,BIO-00443,31,Nos,205806
SI-DEMO-000783,Sales Invoice,items,BIO-00415,4,Nos,443530
SI-DEMO-000783,Sales Invoice,items,BIO-00087,9,Nos,497020
SI-DEMO-000784,Sales Invoice,items,SVC-CHEM,395,Kg,426
SI-DEMO-000785,Sales Invoice,items,BIO-00158,10,Nos,1896487
SI-DEMO-000786,Sales Invoice,items,BIO-00210,9,Nos,185672
SI-DEMO-000786,Sales Invoice,items,BIO-00162,34,Nos,284500
SI-DEMO-000787,Sales Invoice,items,BIO-00227,1,Nos,2411420
SI-DEMO-000787,Sales Invoice,items,BIO-00325,36,Nos,412171
SI-DEMO-000788,Sales Invoice,items,BIO-00347,9,Nos,2691411
SI-DEMO-000789,Sales Invoice,items,SVC-INF,129,Kg,555
SI-DEMO-000789,Sales Invoice,items,BIO-00227,49,Nos,304973
SI-DEMO-000790,Sales Invoice,items,BIO-00334,1,Nos,1294635
SI-DEMO-000790,Sales Invoice,items,BIO-00358,7,Nos,70599
SI-DEMO-000791,Sales Invoice,items,SVC-INF,1002,Kg,658
SI-DEMO-000792,Sales Invoice,items,BIO-00197,1,Nos,968976
SI-DEMO-000792,Sales Invoice,items,BIO-00325,14,Nos,116558
SI-DEMO-000793,Sales Invoice,items,BIO-00437,8,Nos,1955082
SI-DEMO-000793,Sales Invoice,items,BIO-00101,32,Nos,296887
SI-DEMO-000794,Sales Invoice,items,BIO-00148,5,Nos,2273054
SI-DEMO-000794,Sales Invoice,items,BIO-00427,45,Nos,76607
SI-DEMO-000795,Sales Invoice,items,BIO-00432,3,Nos,946016
SI-DEMO-000796,Sales Invoice,items,BIO-00388,9,Nos,1504417
SI-DEMO-000797,Sales Invoice,items,BIO-00184,7,Nos,336259
SI-DEMO-000797,Sales Invoice,items,BIO-00169,9,Nos,93972
SI-DEMO-000798,Sales Invoice,items,BIO-00372,2,Nos,475096
SI-DEMO-000799,Sales Invoice,items,BIO-00362,5,Nos,1143992
SI-DEMO-000800,Sales Invoice,items,BIO-00103,5,Nos,2845675
SI-DEMO-000801,Sales Invoice,items,BIO-00376,2,Nos,2904408
SI-DEMO-000802,Sales Invoice,items,BIO-00282,4,Nos,434032
SI-DEMO-000803,Sales Invoice,items,BIO-00147,10,Nos,67010
SI-DEMO-000804,Sales Invoice,items,BIO-00390,7,Nos,1278088
SI-DEMO-000804,Sales Invoice,items,BIO-00126,32,Nos,454632
SI-DEMO-000805,Sales Invoice,items,BIO-00186,4,Nos,171616
SI-DEMO-000806,Sales Invoice,items,BIO-00174,1,Nos,1277536
SI-DEMO-000806,Sales Invoice,items,BIO-00067,36,Nos,234287
SI-DEMO-000807,Sales Invoice,items,BIO-00391,4,Nos,2689384
SI-DEMO-000808,Sales Invoice,items,BIO-00233,5,Nos,295878
SI-DEMO-000808,Sales Invoice,items,BIO-00450,6,Nos,18111
SI-DEMO-000809,Sales Invoice,items,BIO-00157,2,Nos,1006696
SI-DEMO-000810,Sales Invoice,items,BIO-00248,8,Nos,1922728
SI-DEMO-000810,Sales Invoice,items,BIO-00179,40,Nos,210390
SI-DEMO-000811,Sales Invoice,items,BIO-00224,4,Nos,1020349
SI-DEMO-000812,Sales Invoice,items,BIO-00320,9,Nos,1188754
SI-DEMO-000813,Sales Invoice,items,BIO-00126,10,Nos,363160
SI-DEMO-000814,Sales Invoice,items,BIO-00445,2,Nos,144377
SI-DEMO-000815,Sales Invoice,items,BIO-00292,1,Nos,1974715
SI-DEMO-000816,Sales Invoice,items,BIO-00386,10,Nos,963086
SI-DEMO-000816,Sales Invoice,items,BIO-00438,30,Nos,205436
SI-DEMO-000817,Sales Invoice,items,BIO-00185,7,Nos,2898312
SI-DEMO-000817,Sales Invoice,items,BIO-00199,2,Nos,405562
