name,naming_series,customer,transaction_date,delivery_date,company,status
SO-DEMO-001183,SO-.YYYY.-,Excel Labs 104,2024-07-24,2024-08-01,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001184,SO-.YYYY.-,Lahore General Tertiary Hospital 27,2024-07-25,2024-07-31,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001185,SO-.YYYY.-,Gulab Devi Tertiary Hospital 13,2024-07-25,2024-07-30,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001186,SO-.YYYY.-,Doctors General Hospital 73,2024-07-25,2024-08-03,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001187,SO-.YYYY.-,Saleem Lab 119,2024-07-26,2024-08-09,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001188,SO-.YYYY.-,Central District Hospital 53,2024-07-26,2024-08-04,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001189,SO-.YYYY.-,Al-Razi Clinic 109,2024-07-26,2024-08-09,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001190,SO-.YYYY.-,Saleem Lab,2024-07-27,2024-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001191,SO-.YYYY.-,Sir Ganga Ram District Hospital 08,2024-07-27,2024-08-03,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001192,SO-.YYYY.-,Punjab Diagnostic Center 113,2024-07-28,2024-08-10,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001193,SO-.YYYY.-,LifeLine Tertiary Hospital 64,2024-07-28,2024-08-08,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001194,SO-.YYYY.-,Lahore Diagnostics,2024-07-29,2024-08-08,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001195,SO-.YYYY.-,Al-Razi Clinic 109,2024-07-29,2024-08-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001196,SO-.YYYY.-,Metro Diagnostics,2024-07-29,2024-08-03,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001197,SO-.YYYY.-,Chughtai Tertiary Hospital 57,2024-07-29,2024-08-04,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001198,SO-.YYYY.-,Sharif Medical Tertiary Hospital 43,2024-07-29,2024-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001199,SO-.YYYY.-,City Care Tertiary Hospital 02,2024-07-29,2024-08-12,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001200,SO-.YYYY.-,Sharif Medical General Hospital 03,2024-07-29,2024-08-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001201,SO-.YYYY.-,Punjab Health Department,2024-07-30,2024-08-08,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001202,SO-.YYYY.-,Qamar Lab,2024-07-30,2024-08-04,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001203,SO-.YYYY.-,Gulab Devi Tertiary Hospital 13,2024-07-30,2024-08-03,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001204,SO-.YYYY.-,Prime Teaching Hospital 14,2024-07-31,2024-08-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001205,SO-.YYYY.-,Medicare Clinic 110,2024-07-31,2024-08-03,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001206,SO-.YYYY.-,Medicare Clinic,2024-07-31,2024-08-14,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001207,SO-.YYYY.-,One Health Lab,2024-08-01,2024-08-11,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001208,SO-.YYYY.-,Doctors General Hospital 73,2024-08-01,2024-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001209,SO-.YYYY.-,Shalimar General Hospital 47,2024-08-02,2024-08-06,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001210,SO-.YYYY.-,Doctors General Hospital 73,2024-08-03,2024-08-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001211,SO-.YYYY.-,Sharif Medical District Hospital 30,2024-08-03,2024-08-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001212,SO-.YYYY.-,Sir Ganga Ram District Hospital 08,2024-08-03,2024-08-13,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001213,SO-.YYYY.-,Jinnah Tertiary Hospital 67,2024-08-03,2024-08-12,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001214,SO-.YYYY.-,Shaukat Khanum Lab,2024-08-04,2024-08-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001215,SO-.YYYY.-,Ghurki Trust Specialized Hospital 48,2024-08-04,2024-08-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001216,SO-.YYYY.-,Punjab AIDS Control Program,2024-08-04,2024-08-12,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001217,SO-.YYYY.-,Doctors Teaching Hospital 36,2024-08-04,2024-08-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001218,SO-.YYYY.-,Chughtai Lab 101,2024-08-05,2024-08-15,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001219,SO-.YYYY.-,Specialized Healthcare & Medical Education,2024-08-06,2024-08-18,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001220,SO-.YYYY.-,Punjab Tertiary Hospital 37,2024-08-07,2024-08-09,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001221,SO-.YYYY.-,City Lab,2024-08-07,2024-08-13,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001222,SO-.YYYY.-,Jinnah Tertiary Hospital 15,2024-08-08,2024-08-20,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001223,SO-.YYYY.-,Rehman Diagnostics,2024-08-08,2024-08-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001224,SO-.YYYY.-,Ghurki Trust Private Hospital 61,2024-08-09,2024-08-12,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001225,SO-.YYYY.-,Children Teaching Hospital 80,2024-08-09,2024-08-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001226,SO-.YYYY.-,Al-Rehman Tertiary Hospital 17,2024-08-10,2024-08-17,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001227,SO-.YYYY.-,Noor District Hospital 68,2024-08-10,2024-08-23,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001228,SO-.YYYY.-,Central Tertiary Hospital 07,2024-08-10,2024-08-20,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001229,SO-.YYYY.-,Rehman Diagnostics 118,2024-08-10,2024-08-23,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001230,SO-.YYYY.-,Chughtai Tertiary Hospital 57,2024-08-14,2024-08-17,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001231,SO-.YYYY.-,Shaukat Khanum Specialized Hospital 63,2024-08-14,2024-08-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001232,SO-.YYYY.-,Sir Ganga Ram Tertiary Hospital 75,2024-08-15,2024-08-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001233,SO-.YYYY.-,Al-Razi Clinic 109,2024-08-15,2024-08-26,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001234,SO-.YYYY.-,Lahore General Tertiary Hospital 27,2024-08-16,2024-08-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001235,SO-.YYYY.-,Services Teaching Hospital 33,2024-08-16,2024-08-28,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001236,SO-.YYYY.-,Medix Clinic,2024-08-17,2024-08-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001237,SO-.YYYY.-,Services District Hospital 41,2024-08-17,2024-08-21,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001238,SO-.YYYY.-,Sharif Medical General Hospital 03,2024-08-19,2024-08-30,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001239,SO-.YYYY.-,Mayo District Hospital 01,2024-08-19,2024-08-28,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001240,SO-.YYYY.-,IDC Lab,2024-08-20,2024-08-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001241,SO-.YYYY.-,Central Tertiary Hospital 07,2024-08-20,2024-08-30,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001242,SO-.YYYY.-,Punjab Diagnostic Center 113,2024-08-20,2024-08-23,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001243,SO-.YYYY.-,Doctors Teaching Hospital 36,2024-08-20,2024-08-31,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001244,SO-.YYYY.-,Sharif Medical District Hospital 30,2024-08-21,2024-08-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001245,SO-.YYYY.-,Ghurki Trust Tertiary Hospital 12,2024-08-22,2024-08-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001246,SO-.YYYY.-,Agha Khan Lab Lahore 115,2024-08-23,2024-09-02,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001247,SO-.YYYY.-,Mayo Teaching Hospital 05,2024-08-23,2024-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001248,SO-.YYYY.-,Mayo Specialized Hospital 10,2024-08-24,2024-09-02,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001249,SO-.YYYY.-,Al-Razi Clinic,2024-08-25,2024-08-29,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001250,SO-.YYYY.-,Ghurki Trust Specialized Hospital 31,2024-08-25,2024-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001251,SO-.YYYY.-,Lady Willingdon Tertiary Hospital 06,2024-08-26,2024-08-30,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001252,SO-.YYYY.-,Jinnah Tertiary Hospital 67,2024-08-26,2024-09-08,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001253,SO-.YYYY.-,LifeLine Teaching Hospital 74,2024-08-26,2024-08-28,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001254,SO-.YYYY.-,Ghurki Trust Private Hospital 79,2024-08-26,2024-09-03,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001255,SO-.YYYY.-,Doctors Tertiary Hospital 66,2024-08-28,2024-08-30,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001256,SO-.YYYY.-,Doctors Tertiary Hospital 78,2024-08-28,2024-09-03,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001257,SO-.YYYY.-,Medicare Clinic 110,2024-08-29,2024-09-08,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001258,SO-.YYYY.-,Punjab General Hospital 59,2024-08-29,2024-09-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001259,SO-.YYYY.-,Punjab Healthcare Commission,2024-08-29,2024-09-03,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001260,SO-.YYYY.-,Sir Ganga Ram District Hospital 08,2024-08-30,2024-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001261,SO-.YYYY.-,Sir Ganga Ram Tertiary Hospital 75,2024-08-31,2024-09-05,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001262,SO-.YYYY.-,Fatima Memorial District Hospital 65,2024-08-31,2024-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001263,SO-.YYYY.-,Ghurki Trust Private Hospital 79,2024-09-02,2024-09-09,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001264,SO-.YYYY.-,IDC Lab 103,2024-09-02,2024-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001265,SO-.YYYY.-,Qamar Lab 120,2024-09-02,2024-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001266,SO-.YYYY.-,Farooq General Hospital 70,2024-09-02,2024-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001267,SO-.YYYY.-,Medicare Clinic,2024-09-03,2024-09-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001268,SO-.YYYY.-,Services Specialized Hospital 77,2024-09-03,2024-09-10,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001269,SO-.YYYY.-,Al-Rehman Tertiary Hospital 17,2024-09-03,2024-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001270,SO-.YYYY.-,Islamabad Diagnostics,2024-09-04,2024-09-09,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001271,SO-.YYYY.-,Sharif Medical Tertiary Hospital 43,2024-09-04,2024-09-12,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001272,SO-.YYYY.-,Medix Clinic 112,2024-09-04,2024-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001273,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 50,2024-09-05,2024-09-15,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001274,SO-.YYYY.-,Health First Clinic 111,2024-09-05,2024-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001275,SO-.YYYY.-,Medix Clinic,2024-09-06,2024-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001276,SO-.YYYY.-,Directorate of Health Services Lahore,2024-09-07,2024-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001277,SO-.YYYY.-,Shaukat Khanum Lab,2024-09-07,2024-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001278,SO-.YYYY.-,Hameed Latif District Hospital 26,2024-09-07,2024-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001279,SO-.YYYY.-,Allied Lab 114,2024-09-07,2024-09-15,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001280,SO-.YYYY.-,Lady Willingdon Tertiary Hospital 60,2024-09-08,2024-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001281,SO-.YYYY.-,City Lab,2024-09-08,2024-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001282,SO-.YYYY.-,Punjab Tertiary Hospital 37,2024-09-09,2024-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001283,SO-.YYYY.-,Chughtai Private Hospital 56,2024-09-09,2024-09-15,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001284,SO-.YYYY.-,Sir Ganga Ram Tertiary Hospital 75,2024-09-09,2024-09-21,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001285,SO-.YYYY.-,Services Specialized Hospital 77,2024-09-10,2024-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001286,SO-.YYYY.-,LifeLine Tertiary Hospital 64,2024-09-10,2024-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001287,SO-.YYYY.-,Al-Rehman Tertiary Hospital 17,2024-09-10,2024-09-13,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001288,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 50,2024-09-11,2024-09-14,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001289,SO-.YYYY.-,Services District Hospital 41,2024-09-11,2024-09-23,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001290,SO-.YYYY.-,Mayo Teaching Hospital 05,2024-09-11,2024-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001291,SO-.YYYY.-,City Lab,2024-09-11,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001292,SO-.YYYY.-,Punjab Tertiary Hospital 37,2024-09-12,2024-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001293,SO-.YYYY.-,City Care Teaching Hospital 40,2024-09-12,2024-09-16,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001294,SO-.YYYY.-,Rehman Diagnostics 118,2024-09-13,2024-09-21,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001295,SO-.YYYY.-,Dr. Essa Lab 116,2024-09-14,2024-09-23,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001296,SO-.YYYY.-,National Private Hospital 21,2024-09-15,2024-09-22,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001297,SO-.YYYY.-,One Health Lab,2024-09-15,2024-09-28,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001298,SO-.YYYY.-,Al-Razi Clinic,2024-09-16,2024-09-18,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001299,SO-.YYYY.-,Ghurki Trust Private Hospital 61,2024-09-16,2024-09-28,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001300,SO-.YYYY.-,Farooq General Hospital 70,2024-09-16,2024-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001301,SO-.YYYY.-,Ittefaq General Hospital 25,2024-09-17,2024-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001302,SO-.YYYY.-,Ittefaq District Hospital 19,2024-09-17,2024-09-19,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001303,SO-.YYYY.-,Sheikh Zayed General Hospital 39,2024-09-18,2024-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001304,SO-.YYYY.-,Noor Specialized Hospital 51,2024-09-18,2024-09-30,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001305,SO-.YYYY.-,Chughtai Tertiary Hospital 57,2024-09-19,2024-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001306,SO-.YYYY.-,Punjab Environmental Protection Agency,2024-09-19,2024-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001307,SO-.YYYY.-,District Health Authority Lahore,2024-09-19,2024-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001308,SO-.YYYY.-,Hameed Latif District Hospital 26,2024-09-20,2024-10-04,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001309,SO-.YYYY.-,Lahore General District Hospital 69,2024-09-20,2024-09-30,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001310,SO-.YYYY.-,Shalimar General Hospital 47,2024-09-20,2024-09-25,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001311,SO-.YYYY.-,Doctors Tertiary Hospital 78,2024-09-21,2024-09-28,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001312,SO-.YYYY.-,Al-Razi Clinic,2024-09-21,2024-09-28,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001313,SO-.YYYY.-,Ghurki Trust Private Hospital 61,2024-09-22,2024-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001314,SO-.YYYY.-,Al-Razi Clinic 109,2024-09-22,2024-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001315,SO-.YYYY.-,Central Tertiary Hospital 07,2024-09-22,2024-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001316,SO-.YYYY.-,Ghurki Trust Tertiary Hospital 12,2024-09-23,2024-09-27,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001317,SO-.YYYY.-,Doctors Tertiary Hospital 78,2024-09-23,2024-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001318,SO-.YYYY.-,Mayo District Hospital 01,2024-09-24,2024-09-30,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001319,SO-.YYYY.-,Lahore General Tertiary Hospital 27,2024-09-24,2024-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001320,SO-.YYYY.-,City Lab 107,2024-09-25,2024-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001321,SO-.YYYY.-,Qamar Lab,2024-09-25,2024-10-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001322,SO-.YYYY.-,District Health Authority Lahore,2024-09-25,2024-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001323,SO-.YYYY.-,Sir Ganga Ram General Hospital 38,2024-09-26,2024-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001324,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 72,2024-09-26,2024-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001325,SO-.YYYY.-,Ittefaq General Hospital 25,2024-09-26,2024-09-29,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001326,SO-.YYYY.-,Jinnah Tertiary Hospital 32,2024-09-27,2024-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001327,SO-.YYYY.-,Punjab Environmental Protection Agency,2024-09-27,2024-10-04,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001328,SO-.YYYY.-,Punjab Environmental Protection Agency,2024-09-27,2024-10-03,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001329,SO-.YYYY.-,Doctors Private Hospital 29,2024-09-27,2024-10-03,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001330,SO-.YYYY.-,Ittefaq General Hospital 25,2024-09-28,2024-10-08,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001331,SO-.YYYY.-,Sharif Medical General Hospital 03,2024-09-29,2024-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001332,SO-.YYYY.-,Chughtai Lab,2024-09-29,2024-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001333,SO-.YYYY.-,Saleem Lab 119,2024-09-29,2024-10-06,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001334,SO-.YYYY.-,Lahore General Tertiary Hospital 27,2024-09-29,2024-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001335,SO-.YYYY.-,Prime Teaching Hospital 14,2024-09-30,2024-10-08,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001336,SO-.YYYY.-,Medicare Clinic 110,2024-09-30,2024-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001337,SO-.YYYY.-,Ghurki Trust Specialized Hospital 31,2024-10-01,2024-10-15,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001338,SO-.YYYY.-,Mayo Specialized Hospital 10,2024-10-02,2024-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001339,SO-.YYYY.-,Punjab Specialized Hospital 42,2024-10-03,2024-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001340,SO-.YYYY.-,Metro Diagnostics,2024-10-03,2024-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001341,SO-.YYYY.-,Jinnah Tertiary Hospital 32,2024-10-03,2024-10-07,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001342,SO-.YYYY.-,IDC Lab,2024-10-04,2024-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001343,SO-.YYYY.-,Doctors Tertiary Hospital 66,2024-10-04,2024-10-13,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001344,SO-.YYYY.-,LifeLine General Hospital 49,2024-10-04,2024-10-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001345,SO-.YYYY.-,Jinnah Tertiary Hospital 67,2024-10-04,2024-10-11,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001346,SO-.YYYY.-,Shaukat Khanum Lab,2024-10-04,2024-10-09,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001347,SO-.YYYY.-,Sharif Medical General Hospital 03,2024-10-05,2024-10-19,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001348,SO-.YYYY.-,Medicare Clinic 110,2024-10-05,2024-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001349,SO-.YYYY.-,Shaukat Khanum Teaching Hospital 72,2024-10-05,2024-10-18,EnXi Biomedical & Waste Management (Pvt) Ltd,To Deliver and Bill
SO-DEMO-001350,SO-.YYYY.-,Gulab Devi Tertiary Hospital 28,2024-10-07,2024-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001351,SO-.YYYY.-,National District Hospital 18,2024-10-07,2024-10-12,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
SO-DEMO-001352,SO-.YYYY.-,Doctors Teaching Hospital 35,2024-10-07,2024-10-10,EnXi Biomedical & Waste Management (Pvt) Ltd,Completed
SO-DEMO-001353,SO-.YYYY.-,Shalimar General Hospital 47,2024-10-08,2024-10-14,EnXi Biomedical & Waste Management (Pvt) Ltd,To Bill
