name,naming_series,supplier,posting_date,company
PR-DEMO-000393,MAT-PRE-.YYYY.-,General Tyre Pakistan,2025-07-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000394,MAT-PRE-.YYYY.-,Sapphire Textiles (Uniforms),2025-07-07,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000395,MAT-PRE-.YYYY.-,SafeHands PPE,2025-07-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000396,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-07-14,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000397,MAT-PRE-.YYYY.-,EFU General Insurance,2025-07-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000398,MAT-PRE-.YYYY.-,Punjab Safety Equipment,2025-07-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000399,MAT-PRE-.YYYY.-,NHA Maintenance Services,2025-07-18,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000400,MAT-PRE-.YYYY.-,Atlas Honda Parts,2025-07-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000401,MAT-PRE-.YYYY.-,Sapphire Textiles (Uniforms),2025-07-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000402,MAT-PRE-.YYYY.-,National Chemical Corp,2025-07-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000403,MAT-PRE-.YYYY.-,Punjab Safety Equipment,2025-07-29,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000404,MAT-PRE-.YYYY.-,EFU General Insurance,2025-07-29,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000405,MAT-PRE-.YYYY.-,Punjab IT Solutions,2025-07-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000406,MAT-PRE-.YYYY.-,Eco Packaging Solutions,2025-07-31,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000407,MAT-PRE-.YYYY.-,Sapphire Textiles (Uniforms),2025-07-31,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000408,MAT-PRE-.YYYY.-,Metro Fuel Distributors,2025-08-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000409,MAT-PRE-.YYYY.-,National Tire House,2025-08-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000410,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-08-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000411,MAT-PRE-.YYYY.-,Eco Packaging Solutions,2025-08-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000412,MAT-PRE-.YYYY.-,SecureTrack GPS,2025-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000413,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000414,MAT-PRE-.YYYY.-,CleanTech Supplies,2025-08-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000415,MAT-PRE-.YYYY.-,National Chemical Corp,2025-08-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000416,MAT-PRE-.YYYY.-,Lahore Steel Fabricators,2025-08-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000417,MAT-PRE-.YYYY.-,Atlas Honda Parts,2025-08-13,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000418,MAT-PRE-.YYYY.-,Ravi Engineering Works,2025-08-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000419,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2025-08-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000420,MAT-PRE-.YYYY.-,Metro Fuel Distributors,2025-08-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000421,MAT-PRE-.YYYY.-,Mobilink Business Solutions,2025-08-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000422,MAT-PRE-.YYYY.-,Descon Engineering,2025-08-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000423,MAT-PRE-.YYYY.-,Lahore Steel Fabricators,2025-08-28,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000424,MAT-PRE-.YYYY.-,UBL Fund Managers,2025-08-29,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000425,MAT-PRE-.YYYY.-,City Diesel Station,2025-09-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000426,MAT-PRE-.YYYY.-,EFU General Insurance,2025-09-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000427,MAT-PRE-.YYYY.-,Diamond Tyres Ltd,2025-09-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000428,MAT-PRE-.YYYY.-,UBL Fund Managers,2025-09-07,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000429,MAT-PRE-.YYYY.-,CleanTech Supplies,2025-09-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000430,MAT-PRE-.YYYY.-,Punjab IT Solutions,2025-09-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000431,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-09-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000432,MAT-PRE-.YYYY.-,Meezan Bank Leasing,2025-09-22,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000433,MAT-PRE-.YYYY.-,Meezan Bank Leasing,2025-09-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000434,MAT-PRE-.YYYY.-,EFU General Insurance,2025-09-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000435,MAT-PRE-.YYYY.-,Bank Alfalah Leasing,2025-09-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000436,MAT-PRE-.YYYY.-,Descon Engineering,2025-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000437,MAT-PRE-.YYYY.-,Siemens Pakistan,2025-10-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000438,MAT-PRE-.YYYY.-,Descon Engineering,2025-10-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000439,MAT-PRE-.YYYY.-,Punjab IT Solutions,2025-10-05,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000440,MAT-PRE-.YYYY.-,Total Parco,2025-10-06,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000441,MAT-PRE-.YYYY.-,NHA Maintenance Services,2025-10-13,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000442,MAT-PRE-.YYYY.-,State Life Insurance,2025-10-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000443,MAT-PRE-.YYYY.-,Diamond Tyres Ltd,2025-10-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000444,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-10-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000445,MAT-PRE-.YYYY.-,Diamond Tyres Ltd,2025-10-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000446,MAT-PRE-.YYYY.-,State Life Insurance,2025-10-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000447,MAT-PRE-.YYYY.-,Refractory Solutions Pvt,2025-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000448,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2025-10-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000449,MAT-PRE-.YYYY.-,City Diesel Station,2025-10-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000450,MAT-PRE-.YYYY.-,National Chemical Corp,2025-10-28,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000451,MAT-PRE-.YYYY.-,Lahore Steel Fabricators,2025-10-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000452,MAT-PRE-.YYYY.-,Allied Medical Supplies,2025-11-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000453,MAT-PRE-.YYYY.-,City Diesel Station,2025-11-07,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000454,MAT-PRE-.YYYY.-,State Life Insurance,2025-11-09,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000455,MAT-PRE-.YYYY.-,CleanTech Supplies,2025-11-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000456,MAT-PRE-.YYYY.-,Descon Engineering,2025-11-11,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000457,MAT-PRE-.YYYY.-,Auto Zone Pakistan,2025-11-18,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000458,MAT-PRE-.YYYY.-,Adamjee Insurance,2025-11-18,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000459,MAT-PRE-.YYYY.-,Mobilink Business Solutions,2025-11-20,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000460,MAT-PRE-.YYYY.-,SecureTrack GPS,2025-11-21,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000461,MAT-PRE-.YYYY.-,CleanTech Supplies,2025-11-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000462,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2025-11-24,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000463,MAT-PRE-.YYYY.-,EFU General Insurance,2025-11-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000464,MAT-PRE-.YYYY.-,General Tyre Pakistan,2025-11-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000465,MAT-PRE-.YYYY.-,National Chemical Corp,2025-11-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000466,MAT-PRE-.YYYY.-,Punjab Revenue Authority,2025-12-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000467,MAT-PRE-.YYYY.-,Adamjee Insurance,2025-12-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000468,MAT-PRE-.YYYY.-,Eco Packaging Solutions,2025-12-09,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000469,MAT-PRE-.YYYY.-,ICI Pakistan,2025-12-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000470,MAT-PRE-.YYYY.-,Metro Fuel Distributors,2025-12-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000471,MAT-PRE-.YYYY.-,Atlas Honda Parts,2025-12-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000472,MAT-PRE-.YYYY.-,Diamond Tyres Ltd,2026-01-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000473,MAT-PRE-.YYYY.-,NHA Maintenance Services,2026-01-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000474,MAT-PRE-.YYYY.-,Pakistan Oxygen Ltd,2026-01-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000475,MAT-PRE-.YYYY.-,Siemens Pakistan,2026-01-08,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000476,MAT-PRE-.YYYY.-,Total Parco,2026-01-10,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000477,MAT-PRE-.YYYY.-,Bank Alfalah Leasing,2026-01-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000478,MAT-PRE-.YYYY.-,City Diesel Station,2026-01-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000479,MAT-PRE-.YYYY.-,Total Parco,2026-01-19,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000480,MAT-PRE-.YYYY.-,Adamjee Insurance,2026-01-23,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000481,MAT-PRE-.YYYY.-,National Tire House,2026-01-25,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000482,MAT-PRE-.YYYY.-,National Tire House,2026-01-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000483,MAT-PRE-.YYYY.-,Descon Engineering,2026-01-27,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000484,MAT-PRE-.YYYY.-,Millat Tractors Parts,2026-01-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000485,MAT-PRE-.YYYY.-,General Tyre Pakistan,2026-01-30,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000486,MAT-PRE-.YYYY.-,Adamjee Insurance,2026-02-01,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000487,MAT-PRE-.YYYY.-,General Tyre Pakistan,2026-02-02,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000488,MAT-PRE-.YYYY.-,SecureTrack GPS,2026-02-03,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000489,MAT-PRE-.YYYY.-,Auto Zone Pakistan,2026-02-09,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000490,MAT-PRE-.YYYY.-,Ernst & Young Pakistan,2026-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000491,MAT-PRE-.YYYY.-,Punjab Plastics Industries,2026-02-12,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000492,MAT-PRE-.YYYY.-,National Tire House,2026-02-15,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000493,MAT-PRE-.YYYY.-,Sitara Chemical Industries,2026-02-16,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000494,MAT-PRE-.YYYY.-,CleanTech Supplies,2026-02-17,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000495,MAT-PRE-.YYYY.-,City Diesel Station,2026-02-18,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000496,MAT-PRE-.YYYY.-,Atlas Honda Parts,2026-02-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000497,MAT-PRE-.YYYY.-,Bank Alfalah Leasing,2026-02-26,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000498,MAT-PRE-.YYYY.-,National Tire House,2026-03-04,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000499,MAT-PRE-.YYYY.-,Sapphire Textiles (Uniforms),2026-03-06,EnXi Biomedical & Waste Management (Pvt) Ltd
PR-DEMO-000500,MAT-PRE-.YYYY.-,Punjab IT Solutions,2026-03-08,EnXi Biomedical & Waste Management (Pvt) Ltd
