parent,parenttype,parentfield,item_code,qty,uom,warehouse,rate
SO-DEMO-001199,Sales Order,items,SPR-048,2,Nos,Central Warehouse - ENXI,674546
SO-DEMO-001200,Sales Order,items,SVC-JAN-001,1187,Nos,,320
SO-DEMO-001201,Sales Order,items,SVC-PHRM,1849,Kg,,663
SO-DEMO-001201,Sales Order,items,CNT-017,13,Nos,Central Warehouse - ENXI,4438
SO-DEMO-001202,Sales Order,items,SVC-PATH,67,Kg,,603
SO-DEMO-001203,Sales Order,items,SVC-CHEM,446,Kg,,452
SO-DEMO-001204,Sales Order,items,SVC-TRN-008,1011,Nos,,246
SO-DEMO-001205,Sales Order,items,SVC-TRN-009,271,Nos,,535
SO-DEMO-001206,Sales Order,items,SVC-JAN-006,1626,Nos,,616
SO-DEMO-001206,Sales Order,items,SPR-051,3,Nos,Central Warehouse - ENXI,3007417
SO-DEMO-001207,Sales Order,items,SVC-CYTO,638,Kg,,422
SO-DEMO-001207,Sales Order,items,CNT-017,14,Nos,Central Warehouse - ENXI,1822
SO-DEMO-001208,Sales Order,items,SVC-JAN-005,451,Nos,,619
SO-DEMO-001209,Sales Order,items,SVC-SHRP,1606,Kg,,414
SO-DEMO-001209,Sales Order,items,CNT-012,34,Nos,Central Warehouse - ENXI,674
SO-DEMO-001210,Sales Order,items,SVC-TRN-007,152,Nos,,266
SO-DEMO-001211,Sales Order,items,SVC-PATH,1576,Kg,,248
SO-DEMO-001211,Sales Order,items,CNT-018,50,Nos,Central Warehouse - ENXI,1740
SO-DEMO-001212,Sales Order,items,SVC-CHEM,871,Kg,,507
SO-DEMO-001213,Sales Order,items,SVC-TRN-008,1818,Nos,,719
SO-DEMO-001214,Sales Order,items,SVC-TRN-010,1511,Nos,,361
SO-DEMO-001215,Sales Order,items,SVC-JAN-006,1016,Nos,,733
SO-DEMO-001215,Sales Order,items,CNT-016,29,Nos,Central Warehouse - ENXI,2486
SO-DEMO-001216,Sales Order,items,SVC-JAN-003,1440,Nos,,395
SO-DEMO-001216,Sales Order,items,PPE-025,1,Nos,Central Warehouse - ENXI,2225573
SO-DEMO-001217,Sales Order,items,SVC-TRN-007,797,Nos,,299
SO-DEMO-001218,Sales Order,items,SVC-JAN-002,1807,Nos,,756
SO-DEMO-001219,Sales Order,items,SVC-JAN-003,55,Nos,,190
SO-DEMO-001220,Sales Order,items,SVC-JAN-006,1410,Nos,,200
SO-DEMO-001220,Sales Order,items,CNT-018,6,Nos,Central Warehouse - ENXI,3118
SO-DEMO-001220,Sales Order,items,CNT-013,3,Nos,Central Warehouse - ENXI,3361537
SO-DEMO-001221,Sales Order,items,SVC-CHEM,1064,Kg,,267
SO-DEMO-001222,Sales Order,items,SVC-JAN-001,705,Nos,,580
SO-DEMO-001223,Sales Order,items,SVC-INF,233,Kg,,209
SO-DEMO-001223,Sales Order,items,CNT-012,42,Nos,Central Warehouse - ENXI,929
SO-DEMO-001224,Sales Order,items,SVC-TRN-008,1117,Nos,,266
SO-DEMO-001225,Sales Order,items,SVC-GEN,1128,Kg,,386
SO-DEMO-001226,Sales Order,items,SVC-GEN,1329,Kg,,201
SO-DEMO-001227,Sales Order,items,SVC-TRN-008,904,Nos,,584
SO-DEMO-001227,Sales Order,items,CNT-018,30,Nos,Central Warehouse - ENXI,1895
SO-DEMO-001228,Sales Order,items,SVC-CHEM,330,Kg,,800
SO-DEMO-001228,Sales Order,items,BIO-00060,3,Nos,Central Warehouse - ENXI,1421292
SO-DEMO-001229,Sales Order,items,SVC-TRN-008,1784,Nos,,153
SO-DEMO-001230,Sales Order,items,SVC-PATH,764,Kg,,711
SO-DEMO-001231,Sales Order,items,SVC-TRN-007,1068,Nos,,357
SO-DEMO-001232,Sales Order,items,SVC-TRN-011,1247,Nos,,277
SO-DEMO-001233,Sales Order,items,SVC-TRN-009,885,Nos,,514
SO-DEMO-001234,Sales Order,items,SVC-TRN-007,1030,Nos,,250
SO-DEMO-001235,Sales Order,items,SVC-TRN-011,1709,Nos,,371
SO-DEMO-001236,Sales Order,items,SVC-JAN-006,1850,Nos,,315
SO-DEMO-001237,Sales Order,items,SVC-TRN-007,940,Nos,,604
SO-DEMO-001238,Sales Order,items,SVC-TRN-008,1368,Nos,,556
SO-DEMO-001238,Sales Order,items,CNT-018,25,Nos,Central Warehouse - ENXI,1884
SO-DEMO-001239,Sales Order,items,SVC-JAN-001,1705,Nos,,475
SO-DEMO-001240,Sales Order,items,SVC-TRN-009,1033,Nos,,626
SO-DEMO-001240,Sales Order,items,CNT-017,43,Nos,Central Warehouse - ENXI,4563
SO-DEMO-001241,Sales Order,items,SVC-TRN-011,806,Nos,,694
SO-DEMO-001241,Sales Order,items,CNT-012,9,Nos,Central Warehouse - ENXI,2883
SO-DEMO-001242,Sales Order,items,SVC-JAN-004,1038,Nos,,714
SO-DEMO-001243,Sales Order,items,SVC-JAN-006,768,Nos,,245
SO-DEMO-001244,Sales Order,items,SVC-TRN-007,130,Nos,,207
SO-DEMO-001245,Sales Order,items,SVC-GEN,586,Kg,,426
SO-DEMO-001246,Sales Order,items,SVC-JAN-005,1359,Nos,,624
SO-DEMO-001247,Sales Order,items,SVC-CYTO,86,Kg,,276
SO-DEMO-001247,Sales Order,items,CNT-014,26,Nos,Central Warehouse - ENXI,608
SO-DEMO-001247,Sales Order,items,SPR-044,2,Nos,Central Warehouse - ENXI,2773805
SO-DEMO-001248,Sales Order,items,SVC-GEN,1220,Kg,,173
SO-DEMO-001249,Sales Order,items,SVC-GEN,515,Kg,,343
SO-DEMO-001250,Sales Order,items,SVC-INF,837,Kg,,322
SO-DEMO-001250,Sales Order,items,SPR-043,3,Nos,Central Warehouse - ENXI,970261
SO-DEMO-001251,Sales Order,items,SVC-GEN,1902,Kg,,544
SO-DEMO-001252,Sales Order,items,SVC-TRN-008,794,Nos,,394
SO-DEMO-001253,Sales Order,items,SVC-TRN-009,1860,Nos,,244
SO-DEMO-001254,Sales Order,items,SVC-JAN-005,1895,Nos,,567
SO-DEMO-001255,Sales Order,items,SVC-TRN-011,1899,Nos,,654
SO-DEMO-001256,Sales Order,items,SVC-JAN-001,570,Nos,,488
SO-DEMO-001257,Sales Order,items,SVC-TRN-007,774,Nos,,676
SO-DEMO-001257,Sales Order,items,CNT-016,37,Nos,Central Warehouse - ENXI,2124
SO-DEMO-001258,Sales Order,items,SVC-TRN-011,1984,Nos,,589
SO-DEMO-001259,Sales Order,items,SVC-JAN-006,1749,Nos,,456
SO-DEMO-001260,Sales Order,items,SVC-TRN-009,797,Nos,,687
SO-DEMO-001261,Sales Order,items,SVC-TRN-007,1629,Nos,,774
SO-DEMO-001262,Sales Order,items,SVC-TRN-007,1272,Nos,,495
SO-DEMO-001262,Sales Order,items,CNT-013,3,Nos,Central Warehouse - ENXI,3465369
SO-DEMO-001263,Sales Order,items,SVC-JAN-005,1526,Nos,,182
SO-DEMO-001264,Sales Order,items,SVC-INF,154,Kg,,618
SO-DEMO-001264,Sales Order,items,CNT-014,43,Nos,Central Warehouse - ENXI,2106
SO-DEMO-001265,Sales Order,items,SVC-TRN-009,1907,Nos,,295
SO-DEMO-001266,Sales Order,items,SVC-INF,544,Kg,,725
SO-DEMO-001266,Sales Order,items,CNT-020,2,Nos,Central Warehouse - ENXI,2495012
SO-DEMO-001267,Sales Order,items,SVC-PATH,1435,Kg,,285
SO-DEMO-001268,Sales Order,items,SVC-GEN,1201,Kg,,246
SO-DEMO-001269,Sales Order,items,SVC-JAN-002,1630,Nos,,388
SO-DEMO-001270,Sales Order,items,SVC-PHRM,278,Kg,,295
SO-DEMO-001270,Sales Order,items,CNT-017,41,Nos,Central Warehouse - ENXI,739
SO-DEMO-001271,Sales Order,items,SVC-GEN,1862,Kg,,621
SO-DEMO-001272,Sales Order,items,SVC-GEN,1700,Kg,,502
SO-DEMO-001272,Sales Order,items,CNT-012,38,Nos,Central Warehouse - ENXI,3477
SO-DEMO-001273,Sales Order,items,SVC-JAN-005,649,Nos,,500
SO-DEMO-001274,Sales Order,items,SVC-SHRP,1247,Kg,,387
SO-DEMO-001274,Sales Order,items,FUEL-054,2,Nos,Central Warehouse - ENXI,1592924
SO-DEMO-001275,Sales Order,items,SVC-TRN-008,1480,Nos,,182
SO-DEMO-001276,Sales Order,items,SVC-PHRM,901,Kg,,616
SO-DEMO-001276,Sales Order,items,CNT-019,21,Nos,Central Warehouse - ENXI,3656
SO-DEMO-001276,Sales Order,items,CNT-020,1,Nos,Central Warehouse - ENXI,2950959
SO-DEMO-001277,Sales Order,items,SVC-TRN-007,1522,Nos,,320
SO-DEMO-001278,Sales Order,items,SVC-INF,1102,Kg,,413
SO-DEMO-001279,Sales Order,items,SVC-INF,1256,Kg,,786
SO-DEMO-001280,Sales Order,items,SVC-TRN-007,542,Nos,,170
SO-DEMO-001281,Sales Order,items,SVC-TRN-009,1977,Nos,,210
SO-DEMO-001281,Sales Order,items,CLN-033,3,Nos,Central Warehouse - ENXI,2731784
SO-DEMO-001282,Sales Order,items,SVC-TRN-008,516,Nos,,252
SO-DEMO-001283,Sales Order,items,SVC-TRN-010,1933,Nos,,719
SO-DEMO-001283,Sales Order,items,SPR-044,2,Nos,Central Warehouse - ENXI,529381
SO-DEMO-001284,Sales Order,items,SVC-PATH,347,Kg,,528
SO-DEMO-001285,Sales Order,items,SVC-CHEM,1182,Kg,,329
SO-DEMO-001286,Sales Order,items,SVC-TRN-009,790,Nos,,529
SO-DEMO-001287,Sales Order,items,SVC-JAN-003,1259,Nos,,174
SO-DEMO-001288,Sales Order,items,SVC-CYTO,1374,Kg,,456
SO-DEMO-001288,Sales Order,items,CNT-017,19,Nos,Central Warehouse - ENXI,1192
SO-DEMO-001289,Sales Order,items,SVC-TRN-009,1040,Nos,,271
SO-DEMO-001290,Sales Order,items,SVC-PHRM,1992,Kg,,628
SO-DEMO-001291,Sales Order,items,SVC-TRN-008,487,Nos,,315
SO-DEMO-001292,Sales Order,items,SVC-SHRP,1572,Kg,,204
SO-DEMO-001293,Sales Order,items,SVC-TRN-011,554,Nos,,556
SO-DEMO-001293,Sales Order,items,CLN-032,2,Nos,Central Warehouse - ENXI,1063650
SO-DEMO-001294,Sales Order,items,SVC-PHRM,1632,Kg,,177
SO-DEMO-001295,Sales Order,items,SVC-TRN-008,1367,Nos,,449
SO-DEMO-001296,Sales Order,items,SVC-PATH,570,Kg,,430
SO-DEMO-001296,Sales Order,items,PPE-023,1,Nos,Central Warehouse - ENXI,699169
SO-DEMO-001297,Sales Order,items,SVC-JAN-001,1197,Nos,,656
SO-DEMO-001297,Sales Order,items,PPE-025,3,Nos,Central Warehouse - ENXI,1448886
SO-DEMO-001298,Sales Order,items,SVC-JAN-004,1080,Nos,,559
SO-DEMO-001299,Sales Order,items,SVC-JAN-002,67,Nos,,769
SO-DEMO-001300,Sales Order,items,SVC-JAN-005,659,Nos,,790
SO-DEMO-001300,Sales Order,items,CNT-014,20,Nos,Central Warehouse - ENXI,3973
SO-DEMO-001301,Sales Order,items,SVC-JAN-001,1750,Nos,,712
SO-DEMO-001302,Sales Order,items,SVC-PHRM,549,Kg,,400
SO-DEMO-001302,Sales Order,items,CNT-012,11,Nos,Central Warehouse - ENXI,4968
SO-DEMO-001303,Sales Order,items,SVC-JAN-001,1146,Nos,,710
SO-DEMO-001303,Sales Order,items,CNT-015,16,Nos,Central Warehouse - ENXI,758
SO-DEMO-001304,Sales Order,items,SVC-JAN-006,1121,Nos,,274
SO-DEMO-001305,Sales Order,items,SVC-JAN-001,1150,Nos,,728
SO-DEMO-001306,Sales Order,items,SVC-INF,1004,Kg,,672
SO-DEMO-001307,Sales Order,items,SVC-GEN,144,Kg,,193
SO-DEMO-001307,Sales Order,items,CNT-014,10,Nos,Central Warehouse - ENXI,2605
SO-DEMO-001308,Sales Order,items,SVC-TRN-009,1920,Nos,,159
SO-DEMO-001309,Sales Order,items,SVC-INF,1677,Kg,,695
SO-DEMO-001310,Sales Order,items,SVC-INF,1133,Kg,,530
SO-DEMO-001310,Sales Order,items,CNT-013,42,Nos,Central Warehouse - ENXI,1159
SO-DEMO-001311,Sales Order,items,SVC-JAN-005,910,Nos,,770
SO-DEMO-001312,Sales Order,items,SVC-PHRM,1278,Kg,,340
SO-DEMO-001313,Sales Order,items,SVC-PHRM,1459,Kg,,663
SO-DEMO-001314,Sales Order,items,SVC-JAN-005,870,Nos,,259
SO-DEMO-001314,Sales Order,items,CNT-018,29,Nos,Central Warehouse - ENXI,4109
SO-DEMO-001315,Sales Order,items,SVC-TRN-009,474,Nos,,619
SO-DEMO-001315,Sales Order,items,CNT-020,38,Nos,Central Warehouse - ENXI,4414
SO-DEMO-001316,Sales Order,items,SVC-CYTO,1457,Kg,,445
SO-DEMO-001317,Sales Order,items,SVC-JAN-006,410,Nos,,656
SO-DEMO-001318,Sales Order,items,SVC-SHRP,1699,Kg,,618
SO-DEMO-001318,Sales Order,items,CLN-031,1,Nos,Central Warehouse - ENXI,2776512
SO-DEMO-001319,Sales Order,items,SVC-JAN-003,1097,Nos,,382
SO-DEMO-001319,Sales Order,items,CNT-018,39,Nos,Central Warehouse - ENXI,3952
SO-DEMO-001320,Sales Order,items,SVC-INF,1773,Kg,,406
SO-DEMO-001321,Sales Order,items,SVC-TRN-009,1948,Nos,,172
SO-DEMO-001321,Sales Order,items,CNT-020,40,Nos,Central Warehouse - ENXI,2395
SO-DEMO-001321,Sales Order,items,PPE-029,3,Nos,Central Warehouse - ENXI,1072282
SO-DEMO-001322,Sales Order,items,SVC-JAN-001,872,Nos,,382
SO-DEMO-001322,Sales Order,items,CLN-034,3,Nos,Central Warehouse - ENXI,909693
SO-DEMO-001323,Sales Order,items,SVC-PHRM,1404,Kg,,321
SO-DEMO-001323,Sales Order,items,CLN-033,3,Nos,Central Warehouse - ENXI,1085557
SO-DEMO-001324,Sales Order,items,SVC-JAN-002,152,Nos,,536
SO-DEMO-001325,Sales Order,items,SVC-TRN-008,398,Nos,,281
SO-DEMO-001326,Sales Order,items,SVC-INF,229,Kg,,699
SO-DEMO-001326,Sales Order,items,CNT-018,46,Nos,Central Warehouse - ENXI,937
SO-DEMO-001327,Sales Order,items,SVC-TRN-010,1305,Nos,,683
SO-DEMO-001328,Sales Order,items,SVC-TRN-008,1328,Nos,,764
SO-DEMO-001328,Sales Order,items,CNT-014,13,Nos,Central Warehouse - ENXI,1372
SO-DEMO-001329,Sales Order,items,SVC-TRN-007,1669,Nos,,493
SO-DEMO-001330,Sales Order,items,SVC-TRN-011,1407,Nos,,254
SO-DEMO-001331,Sales Order,items,SVC-TRN-009,482,Nos,,797
SO-DEMO-001332,Sales Order,items,SVC-PHRM,885,Kg,,354
SO-DEMO-001333,Sales Order,items,SVC-TRN-008,1725,Nos,,332
SO-DEMO-001334,Sales Order,items,SVC-JAN-003,1296,Nos,,570
SO-DEMO-001334,Sales Order,items,CNT-020,37,Nos,Central Warehouse - ENXI,1081
SO-DEMO-001334,Sales Order,items,PPE-025,3,Nos,Central Warehouse - ENXI,3042985
SO-DEMO-001335,Sales Order,items,SVC-GEN,1478,Kg,,198
SO-DEMO-001335,Sales Order,items,CNT-015,46,Nos,Central Warehouse - ENXI,606
SO-DEMO-001336,Sales Order,items,SVC-CYTO,1678,Kg,,325
SO-DEMO-001336,Sales Order,items,CNT-015,49,Nos,Central Warehouse - ENXI,2093
SO-DEMO-001337,Sales Order,items,SVC-SHRP,1012,Kg,,778
SO-DEMO-001338,Sales Order,items,SVC-JAN-003,1461,Nos,,766
SO-DEMO-001339,Sales Order,items,SVC-JAN-003,810,Nos,,678
SO-DEMO-001340,Sales Order,items,SVC-JAN-001,1442,Nos,,762
SO-DEMO-001341,Sales Order,items,SVC-JAN-002,1550,Nos,,373
SO-DEMO-001342,Sales Order,items,SVC-PHRM,946,Kg,,428
SO-DEMO-001342,Sales Order,items,CNT-014,25,Nos,Central Warehouse - ENXI,1046
SO-DEMO-001343,Sales Order,items,SVC-GEN,1902,Kg,,258
SO-DEMO-001344,Sales Order,items,SVC-PHRM,1475,Kg,,705
SO-DEMO-001345,Sales Order,items,SVC-PHRM,1739,Kg,,362
SO-DEMO-001346,Sales Order,items,SVC-JAN-004,847,Nos,,372
SO-DEMO-001347,Sales Order,items,SVC-JAN-006,1117,Nos,,495
SO-DEMO-001348,Sales Order,items,SVC-JAN-005,1856,Nos,,743
SO-DEMO-001349,Sales Order,items,SVC-TRN-011,1584,Nos,,775
SO-DEMO-001350,Sales Order,items,SVC-CYTO,723,Kg,,245
SO-DEMO-001351,Sales Order,items,SVC-TRN-009,443,Nos,,589
SO-DEMO-001352,Sales Order,items,SVC-JAN-001,1497,Nos,,450
SO-DEMO-001353,Sales Order,items,SVC-GEN,1373,Kg,,324
SO-DEMO-001354,Sales Order,items,SVC-TRN-010,1851,Nos,,385
SO-DEMO-001354,Sales Order,items,FUEL-055,1,Nos,Central Warehouse - ENXI,925222
SO-DEMO-001355,Sales Order,items,SVC-JAN-003,1896,Nos,,164
SO-DEMO-001355,Sales Order,items,CNT-020,11,Nos,Central Warehouse - ENXI,3039
SO-DEMO-001356,Sales Order,items,SVC-JAN-002,368,Nos,,181
SO-DEMO-001356,Sales Order,items,CNT-016,20,Nos,Central Warehouse - ENXI,3513
SO-DEMO-001356,Sales Order,items,SPR-050,2,Nos,Central Warehouse - ENXI,1992214
SO-DEMO-001357,Sales Order,items,SVC-PHRM,1418,Kg,,677
SO-DEMO-001357,Sales Order,items,CLN-033,2,Nos,Central Warehouse - ENXI,1299090
SO-DEMO-001358,Sales Order,items,SVC-JAN-003,261,Nos,,466
SO-DEMO-001359,Sales Order,items,SVC-PATH,705,Kg,,468
SO-DEMO-001360,Sales Order,items,SVC-PATH,1091,Kg,,333
SO-DEMO-001360,Sales Order,items,BIO-00061,1,Nos,Central Warehouse - ENXI,263923
SO-DEMO-001361,Sales Order,items,SVC-JAN-004,1312,Nos,,423
SO-DEMO-001361,Sales Order,items,CNT-014,7,Nos,Central Warehouse - ENXI,1929
SO-DEMO-001362,Sales Order,items,SVC-TRN-007,1244,Nos,,583
SO-DEMO-001363,Sales Order,items,SVC-TRN-011,835,Nos,,245
SO-DEMO-001363,Sales Order,items,CNT-016,3,Nos,Central Warehouse - ENXI,2422331
SO-DEMO-001364,Sales Order,items,SVC-JAN-001,1654,Nos,,462
SO-DEMO-001364,Sales Order,items,CNT-014,23,Nos,Central Warehouse - ENXI,518
SO-DEMO-001365,Sales Order,items,SVC-JAN-002,889,Nos,,345
SO-DEMO-001365,Sales Order,items,CNT-016,48,Nos,Central Warehouse - ENXI,4738
SO-DEMO-001366,Sales Order,items,SVC-CYTO,1017,Kg,,529
SO-DEMO-001366,Sales Order,items,CNT-020,29,Nos,Central Warehouse - ENXI,4073
SO-DEMO-001367,Sales Order,items,SVC-TRN-010,940,Nos,,520
SO-DEMO-001368,Sales Order,items,SVC-GEN,835,Kg,,785
SO-DEMO-001369,Sales Order,items,SVC-JAN-002,468,Nos,,498
SO-DEMO-001369,Sales Order,items,CLN-034,1,Nos,Central Warehouse - ENXI,3333972
SO-DEMO-001370,Sales Order,items,SVC-TRN-009,1777,Nos,,796
SO-DEMO-001371,Sales Order,items,SVC-TRN-007,630,Nos,,484
SO-DEMO-001371,Sales Order,items,CNT-013,35,Nos,Central Warehouse - ENXI,3816
SO-DEMO-001372,Sales Order,items,SVC-TRN-011,1121,Nos,,356
SO-DEMO-001372,Sales Order,items,CNT-017,22,Nos,Central Warehouse - ENXI,1617
SO-DEMO-001373,Sales Order,items,SVC-JAN-003,1564,Nos,,775
SO-DEMO-001374,Sales Order,items,SVC-TRN-011,1301,Nos,,743
SO-DEMO-001374,Sales Order,items,CNT-012,31,Nos,Central Warehouse - ENXI,1372
SO-DEMO-001375,Sales Order,items,SVC-PATH,224,Kg,,417
SO-DEMO-001376,Sales Order,items,SVC-TRN-010,583,Nos,,608
SO-DEMO-001376,Sales Order,items,CNT-018,35,Nos,Central Warehouse - ENXI,3436
SO-DEMO-001377,Sales Order,items,SVC-SHRP,1161,Kg,,667
SO-DEMO-001377,Sales Order,items,CNT-018,2,Nos,Central Warehouse - ENXI,2211059
SO-DEMO-001378,Sales Order,items,SVC-GEN,468,Kg,,440
SO-DEMO-001379,Sales Order,items,SVC-TRN-010,721,Nos,,169
SO-DEMO-001380,Sales Order,items,SVC-JAN-004,1650,Nos,,568
SO-DEMO-001381,Sales Order,items,SVC-JAN-003,143,Nos,,288
SO-DEMO-001382,Sales Order,items,SVC-TRN-007,197,Nos,,632
SO-DEMO-001383,Sales Order,items,SVC-PHRM,665,Kg,,184
SO-DEMO-001384,Sales Order,items,SVC-TRN-009,926,Nos,,326
SO-DEMO-001385,Sales Order,items,SVC-TRN-007,1607,Nos,,405
SO-DEMO-001386,Sales Order,items,SVC-TRN-011,1828,Nos,,203
SO-DEMO-001387,Sales Order,items,SVC-SHRP,94,Kg,,231
SO-DEMO-001388,Sales Order,items,SVC-SHRP,1701,Kg,,775
SO-DEMO-001388,Sales Order,items,CLN-030,3,Nos,Central Warehouse - ENXI,2262734
SO-DEMO-001389,Sales Order,items,SVC-TRN-008,767,Nos,,686
SO-DEMO-001390,Sales Order,items,SVC-TRN-007,350,Nos,,202
SO-DEMO-001391,Sales Order,items,SVC-JAN-003,482,Nos,,793
SO-DEMO-001392,Sales Order,items,SVC-JAN-001,264,Nos,,700
SO-DEMO-001392,Sales Order,items,CNT-014,17,Nos,Central Warehouse - ENXI,2321
SO-DEMO-001393,Sales Order,items,SVC-PATH,968,Kg,,375
SO-DEMO-001394,Sales Order,items,SVC-TRN-008,995,Nos,,588
SO-DEMO-001394,Sales Order,items,CNT-018,13,Nos,Central Warehouse - ENXI,3679
SO-DEMO-001395,Sales Order,items,SVC-JAN-004,1476,Nos,,192
SO-DEMO-001396,Sales Order,items,SVC-TRN-009,1633,Nos,,533
SO-DEMO-001397,Sales Order,items,SVC-JAN-004,333,Nos,,751
SO-DEMO-001398,Sales Order,items,SVC-INF,1592,Kg,,395
SO-DEMO-001399,Sales Order,items,SVC-JAN-002,1836,Nos,,303
SO-DEMO-001399,Sales Order,items,CNT-019,31,Nos,Central Warehouse - ENXI,4327
SO-DEMO-001400,Sales Order,items,SVC-JAN-005,459,Nos,,455
SO-DEMO-001400,Sales Order,items,CNT-017,35,Nos,Central Warehouse - ENXI,2201
SO-DEMO-001401,Sales Order,items,SVC-PATH,1665,Kg,,183
SO-DEMO-001401,Sales Order,items,PPE-029,3,Nos,Central Warehouse - ENXI,290497
SO-DEMO-001402,Sales Order,items,SVC-JAN-005,1536,Nos,,668
SO-DEMO-001402,Sales Order,items,CNT-016,21,Nos,Central Warehouse - ENXI,3313
SO-DEMO-001403,Sales Order,items,SVC-JAN-005,553,Nos,,500
SO-DEMO-001404,Sales Order,items,SVC-PATH,1342,Kg,,163
SO-DEMO-001404,Sales Order,items,SPR-041,1,Nos,Central Warehouse - ENXI,2543353
SO-DEMO-001405,Sales Order,items,SVC-JAN-001,1718,Nos,,465
SO-DEMO-001406,Sales Order,items,SVC-SHRP,1278,Kg,,762
SO-DEMO-001407,Sales Order,items,SVC-SHRP,1171,Kg,,254
SO-DEMO-001408,Sales Order,items,SVC-JAN-002,872,Nos,,586
SO-DEMO-001408,Sales Order,items,CNT-016,35,Nos,Central Warehouse - ENXI,4175
SO-DEMO-001409,Sales Order,items,SVC-TRN-010,1047,Nos,,150
SO-DEMO-001409,Sales Order,items,CNT-019,42,Nos,Central Warehouse - ENXI,3871
SO-DEMO-001410,Sales Order,items,SVC-INF,1566,Kg,,531
SO-DEMO-001411,Sales Order,items,SVC-JAN-005,84,Nos,,689
SO-DEMO-001411,Sales Order,items,BIO-00057,1,Nos,Central Warehouse - ENXI,3091816
SO-DEMO-001412,Sales Order,items,SVC-INF,1545,Kg,,334
SO-DEMO-001413,Sales Order,items,SVC-JAN-004,619,Nos,,642
SO-DEMO-001414,Sales Order,items,SVC-SHRP,568,Kg,,206
SO-DEMO-001415,Sales Order,items,SVC-JAN-006,116,Nos,,465
SO-DEMO-001416,Sales Order,items,SVC-SHRP,568,Kg,,614
SO-DEMO-001417,Sales Order,items,SVC-JAN-003,1820,Nos,,459
SO-DEMO-001417,Sales Order,items,CLN-032,3,Nos,Central Warehouse - ENXI,1250818
SO-DEMO-001418,Sales Order,items,SVC-GEN,1926,Kg,,381
SO-DEMO-001419,Sales Order,items,SVC-TRN-011,1925,Nos,,566
SO-DEMO-001420,Sales Order,items,SVC-PHRM,467,Kg,,242
SO-DEMO-001421,Sales Order,items,SVC-INF,339,Kg,,513
SO-DEMO-001422,Sales Order,items,SVC-TRN-011,1718,Nos,,230
SO-DEMO-001423,Sales Order,items,SVC-PHRM,1051,Kg,,713
SO-DEMO-001424,Sales Order,items,SVC-TRN-010,671,Nos,,227
SO-DEMO-001425,Sales Order,items,SVC-TRN-010,1769,Nos,,263
SO-DEMO-001426,Sales Order,items,SVC-CYTO,1980,Kg,,249
SO-DEMO-001427,Sales Order,items,SVC-PATH,451,Kg,,695
SO-DEMO-001427,Sales Order,items,CNT-016,29,Nos,Central Warehouse - ENXI,2048
SO-DEMO-001428,Sales Order,items,SVC-PHRM,1461,Kg,,772
SO-DEMO-001429,Sales Order,items,SVC-PHRM,405,Kg,,214
SO-DEMO-001430,Sales Order,items,SVC-SHRP,655,Kg,,561
SO-DEMO-001430,Sales Order,items,CNT-015,10,Nos,Central Warehouse - ENXI,3222
SO-DEMO-001431,Sales Order,items,SVC-PATH,2000,Kg,,214
SO-DEMO-001431,Sales Order,items,CNT-015,2,Nos,Central Warehouse - ENXI,1395006
SO-DEMO-001432,Sales Order,items,SVC-TRN-011,230,Nos,,252
SO-DEMO-001433,Sales Order,items,SVC-TRN-011,670,Nos,,470
SO-DEMO-001434,Sales Order,items,SVC-JAN-004,1865,Nos,,460
SO-DEMO-001434,Sales Order,items,CNT-020,16,Nos,Central Warehouse - ENXI,1305
SO-DEMO-001435,Sales Order,items,SVC-PATH,903,Kg,,464
SO-DEMO-001436,Sales Order,items,SVC-PHRM,1929,Kg,,541
SO-DEMO-001437,Sales Order,items,SVC-TRN-010,1353,Nos,,285
SO-DEMO-001437,Sales Order,items,CNT-016,13,Nos,Central Warehouse - ENXI,1511
SO-DEMO-001438,Sales Order,items,SVC-CHEM,361,Kg,,235
SO-DEMO-001439,Sales Order,items,SVC-JAN-006,349,Nos,,181
SO-DEMO-001440,Sales Order,items,SVC-INF,72,Kg,,503
SO-DEMO-001441,Sales Order,items,SVC-CHEM,1178,Kg,,792
SO-DEMO-001442,Sales Order,items,SVC-PATH,1371,Kg,,624
SO-DEMO-001443,Sales Order,items,SVC-CHEM,570,Kg,,345
SO-DEMO-001444,Sales Order,items,SVC-SHRP,654,Kg,,492
SO-DEMO-001444,Sales Order,items,CNT-012,26,Nos,Central Warehouse - ENXI,4692
SO-DEMO-001445,Sales Order,items,SVC-TRN-010,868,Nos,,166
SO-DEMO-001445,Sales Order,items,SPR-047,1,Nos,Central Warehouse - ENXI,877722
SO-DEMO-001446,Sales Order,items,SVC-TRN-007,1653,Nos,,517
SO-DEMO-001447,Sales Order,items,SVC-JAN-004,135,Nos,,743
SO-DEMO-001447,Sales Order,items,CNT-013,45,Nos,Central Warehouse - ENXI,4617
SO-DEMO-001448,Sales Order,items,SVC-JAN-006,1458,Nos,,415
SO-DEMO-001448,Sales Order,items,CNT-013,29,Nos,Central Warehouse - ENXI,3197
SO-DEMO-001449,Sales Order,items,SVC-JAN-001,1104,Nos,,722
SO-DEMO-001450,Sales Order,items,SVC-JAN-005,921,Nos,,778
SO-DEMO-001451,Sales Order,items,SVC-TRN-007,1375,Nos,,281
SO-DEMO-001452,Sales Order,items,SVC-CYTO,1188,Kg,,541
